TIMESTEP,VTYPE,VID,SAMPLE,RUN,CS,TIME1,DO1,TEMP1,TIME2,DO2,TEMP2,TIME3,DO3,TEMP3,TIME4,DO4,TEMP4,TIME5,DO5,TEMP5,TIME6,DO6,TEMP6,TIME7,DO7,TEMP7,BW (g),WW (g),Diam,Height,GF,SOMF,GF_G,SOMF_SOM,GF_AFG,SOMF_AFSOM,Color,GrazingCorr_gWWperday,TRT,STYPE
1,S,2,SF1B18,4,S,14:02,7.53,13.6,14:07,7.13,13.6,14:11,6.85,13.6,14:16,6.39,13.6,14:20,5.71,13.6,14:25,5.24,13.6,14:29,4.88,13.6,2.3441,14.6788,38,22,,,,,,,,1.16474342,1,S
1,S,4,SF1C21,4,S,14:03,7.48,13.6,14:07,7.08,13.6,14:12,6.65,13.6,14:16,6.3,13.6,14:20,5.98,13.6,14:25,5.62,13.6,14:30,5.42,13.6,1.5846,10.4027,28,19,,,,,,,,1.42659066,1,S
1,S,5,SF1C22,4,S,14:03,7.88,13.6,14:08,7.63,13.6,14:12,7.43,13.6,14:17,7.22,13.6,14:21,7.02,13.6,14:26,6.82,13.6,14:30,6.6,13.6,0.9395,6.2921,26,16,,,,,,,,1.20078466,1,S
1,L,21,SF1C23,4,S,14:06,6.93,13.6,14:10,6.71,13.6,14:15,6.43,13.6,14:19,6.22,13.6,14:24,5.98,13.6,14:28,5.8,13.6,14:32,5.62,13.6,3.0302,21.445,42,24,,,,,,,,1.4387184,1,S
1,L,22,SF1C24,4,S,14:06,7.19,13.6,14:10,6.98,13.6,14:15,6.73,13.6,14:19,6.53,13.6,14:24,6.31,13.6,14:29,6.15,13.6,14:33,5.97,13.6,3.2749,20.862,40,26,,,,,,,,2.53057524,1,S
1,S,6,SF1C25,4,S,14:03,7.63,13.6,14:08,7.07,13.6,14:12,6.61,13.6,14:17,5.96,13.6,14:21,5.5,13.6,14:26,5.15,13.6,14:30,4.71,13.6,2.4082,15.7207,41,25,,,,,,,,1.19364606,1,S
1,S,8,SF1C26,4,S,14:04,7.28,13.6,14:08,6.97,13.6,14:13,6.9,13.6,14:17,6.64,13.6,14:22,6.37,13.6,14:26,6.13,13.6,14:31,5.99,13.6,0.9672,5.5876,25,12,,,,,,,,0.65112556,1,S
1,S,9,SF1C27,4,S,14:04,8,13.6,14:09,7.71,13.6,14:13,7.48,13.6,14:17,7.26,13.6,14:22,7,13.6,14:27,6.77,13.6,14:31,6.59,13.6,1.1955,7.4698,30,16,,,,,,,,0.20352088,1,S
1,S,10,SF1C28,4,S,14:05,7.24,13.6,14:09,6.83,13.6,14:13,6.27,13.6,14:18,5.78,13.6,14:22,5.21,13.6,14:27,4.62,13.6,14:31,4.25,13.6,2.7428,18.3581,40,25,,,,,,,,0.8644899,1,S
1,S,2,SF2A01,11,S,11:08,5.9,12.6,11:11,5.6,12.7,11:16,5.36,12.7,11:20,5.11,12.7,11:24,4.9,12.7,11:28,4.65,12.7,11:32,4.47,12.7,1.3902,9.0036,29,15,,,,,,,,0.764184774,2,S
1,S,3,SF2A02,11,S,11:08,5.92,12.6,11:12,5.78,12.7,11:16,5.64,12.7,11:20,5.57,12.7,11:24,5.38,12.7,11:28,5.22,12.7,11:32,5.05,12.7,0.9686,6.1868,29,17,,,,,,,,1.117047019,2,S
1,S,4,SF2A03,11,S,11:08,6.02,12.6,11:12,5.78,12.7,11:16,5.43,12.7,11:20,5.16,12.7,11:24,4.94,12.7,11:28,4.71,12.7,11:32,4.44,12.7,1.8,11.4136,33,18,,,,,,,,0.756721672,2,S
1,L,19,SF2A04,11,S,11:10,6.31,12.6,11:15,6.04,12.7,11:19,5.42,12.7,11:23,5.3,12.7,11:27,4.85,12.7,11:31,4.62,12.7,11:35,4.45,12.7,4.915,32.1794,45,27,,,,,,,,1.218741925,2,S
1,S,6,SF2A05,11,S,11:09,6.02,12.6,11:12,5.82,12.7,11:17,5.57,12.7,11:21,5.37,12.7,11:25,5.16,12.7,11:29,4.94,12.7,11:33,4.75,12.7,1.3153,8.1204,28,17,,,,,,,,0.535665239,2,S
1,S,7,SF2A06,11,S,11:09,6.37,12.6,11:13,6.18,12.7,11:17,6.08,12.7,11:21,5.81,12.7,11:25,5.54,12.7,11:29,5.42,12.7,11:33,5.2,12.7,1.2353,7.9914,28,17,,,,,,,,0.61818017,2,S
1,S,8,SF2A07,11,S,11:09,6.39,12.6,11:13,6.07,12.7,11:17,5.89,12.7,11:21,5.67,12.7,11:25,5.5,12.7,11:30,5.21,12.7,11:33,4.97,12.7,1.2605,8.2737,26,17,,,,,,,,1.160235272,2,S
1,S,9,SF2A08,11,S,11:10,6.26,12.6,11:13,6.08,12.7,11:18,5.89,12.7,11:22,5.77,12.7,11:26,5.62,12.7,11:30,5.42,12.7,11:34,5.22,12.7,1.1694,7.6298,28,17,,,,,,,,0.85861824,2,S
1,L,20,SF2B11,11,S,11:11,6.59,12.6,11:15,6.36,12.7,11:19,5.65,12.7,11:23,5.51,12.7,11:27,5.32,12.7,11:31,5.16,12.7,11:35,5.01,12.7,3.5092,22.5958,49,27,,,,,,,,0.51056107,2,S
1,L,21,SF2B12,11,S,11:11,6.3,12.6,11:15,6.09,12.7,11:19,5.95,12.7,11:23,5.83,12.7,11:27,5.72,12.7,11:31,5.62,12.7,11:35,5.5,12.7,2.2443,14.5018,31,22,,,,,,,,0.495204472,2,S
1,S,11,SF2B13,11,S,11:10,6.48,12.6,11:14,6.25,12.7,11:18,6.02,12.7,11:22,5.87,12.7,11:26,5.65,12.7,11:30,5.55,12.7,11:34,5.45,12.7,0.8464,5.5889,24,15,,,,,,,,0.507717287,2,S
1,S,12,SF2B14,11,S,11:10,6.31,12.6,11:14,6.08,12.7,11:18,5.77,12.7,11:22,5.58,12.7,11:26,5.36,12.7,11:30,5.16,12.7,11:35,4.96,12.7,1.4054,8.6535,30,15,,,,,,,,0.379349571,2,S
1,L,19,SF2B15,12,S,11:52,5.94,12.7,11:56,5.76,12.7,12:00,5.61,12.7,12:04,5.49,12.7,12:08,5.37,12.7,12:12,5.24,12.7,12:16,5.1,12.7,3.024,19.7387,36,25,,,,,,,,0.651262354,2,S
1,S,1,SF2B16,12,S,11:49,5.93,12.7,11:53,5.75,12.7,11:57,5.56,12.7,12:01,5.28,12.7,12:05,5.05,12.6,12:09,4.82,12.6,12:13,4.51,12.7,1.4317,9.5141,28,16,,,,,,,,0.355929056,2,S
1,S,2,SF2B17,12,S,11:49,6.01,12.8,11:53,5.74,12.7,11:57,5.52,12.7,12:01,5.35,12.7,12:05,5.19,12.6,12:09,4.96,12.7,12:13,4.73,12.7,1.2687,8.4275,28,16,,,,,,,,0.458654338,2,S
1,S,5,SF2B18,12,S,11:50,6.02,12.8,11:54,5.81,12.7,11:58,5.61,12.7,12:02,5.38,12.7,12:06,5.03,12.7,12:10,4.82,12.7,12:14,4.6,12.6,1.2182,8.0819,27,14,,,,,,,,0.524172768,2,S
1,S,6,SF2C21,12,S,11:50,5.99,12.8,11:54,5.8,12.7,11:58,5.48,12.7,12:02,5.25,12.7,12:06,4.92,12.7,12:10,4.73,12.7,12:14,4.5,12.6,1.6583,9.9954,29,17,,,,,,,,1.227008794,2,S
1,S,7,SF2C22,12,S,11:50,6.23,12.8,11:55,6.12,12.7,11:59,5.68,12.7,12:02,5.32,12.7,12:06,5.06,12.7,12:10,4.79,12.7,12:14,4.39,12.7,1.5928,10.8552,29,18,,,,,,,,1.403647768,2,S
1,L,20,SF2C23,12,S,11:52,5.94,12.7,11:56,5.78,12.7,12:00,5.64,12.7,12:04,5.53,12.6,12:08,5.39,12.7,12:12,5.28,12.7,12:16,5.17,12.6,2.4892,16.2885,35,23,,,,,,,,1.421201162,2,S
1,S,8,SF2C24,12,S,11:50,6.45,12.8,11:55,6.23,12.7,11:59,6.08,12.7,12:02,5.97,12.6,12:06,5.82,12.6,12:10,5.62,12.7,12:15,5.56,12.7,0.7602,4.1162,22,13,,,,,,,,0.504545258,2,S
1,L,21,SF2C25,12,S,11:52,6.34,12.7,11:57,6.17,12.7,12:00,6.05,12.7,12:04,5.94,12.6,12:09,5.81,12.6,12:12,5.61,12.7,12:17,5.48,12.7,2.2693,14.3791,32,19,,,,,,,,1.395022705,2,S
1,S,10,SF2C26,12,S,11:51,6.49,12.8,11:55,6.2,12.7,11:59,5.76,12.7,12:03,5.59,12.7,12:07,5.33,12.6,12:11,5.11,12.7,12:15,4.97,12.7,1.5114,8.8036,28,15,,,,,,,,0.801222384,2,S
1,S,11,SF2C27,12,S,11:51,6.53,12.8,11:56,6.29,12.7,12:00,6.09,12.7,12:03,5.94,12.7,12:07,5.81,12.7,12:11,5.67,12.7,12:15,5.49,12.6,0.9185,5.6217,26,15,,,,,,,,0.540743057,2,S
1,S,12,SF2C28,12,S,11:51,6.46,12.7,11:56,6.31,12.7,12:00,6.13,12.7,12:04,6.03,12.6,12:07,5.9,12.7,12:12,5.78,12.7,12:16,5.67,12.6,0.7978,4.8871,23,16,,,,,,,,0.533849857,2,S
1,S,1,SF3A01,7,S,11:33,5.1,12.3,11:37,4.91,12.4,11:41,4.63,12.4,11:46,4.26,12.5,11:50,4.16,12.6,11:54,3.93,12.6,11:58,3.74,12.6,1.7376,11.0517,30,20,,,,,,,,1.050241081,3,S
1,S,2,SF3A02,7,S,11:34,5.2,12.3,11:37,4.99,12.4,11:42,4.89,12.4,11:46,4.73,12.5,11:50,4.66,12.6,11:54,4.54,12.6,11:58,4.4,12.6,0.9938,5.9624,26,15,,,,,,,,0.65599218,3,S
1,S,4,SF3A03,7,S,11:34,5.38,12.3,11:38,5.13,12.4,11:42,4.86,12.4,11:47,4.61,12.5,11:51,4.42,12.6,11:55,4.21,12.6,11:58,4.04,12.6,1.4114,9.032,25,16,,,,,,,,0.3977952,3,S
1,L,19,SF3A04,7,S,11:37,5.01,12.4,11:41,4.8,12.4,11:45,4.56,12.5,11:49,4.36,12.6,11:53,4.15,12.6,11:58,3.97,12.6,12:01,3.81,12.6,3.9923,26.5518,41,25,,,,,,,,1.599192837,3,S
1,S,5,SF3A05,7,S,11:34,5.4,12.3,11:38,5.23,12.4,11:42,5.08,12.5,11:47,4.95,12.5,11:51,4.85,12.6,11:55,4.74,12.6,11:59,4.64,12.6,0.7066,4.4436,23,13,,,,,,,,0.49904142,3,S
1,S,6,SF3A06,7,S,11:34,5.61,12.3,11:38,5.4,12.4,11:43,5.05,12.5,11:47,4.79,12.5,11:51,4.6,12.6,11:55,4.39,12.6,11:59,4.23,12.6,1.3155,8.5838,29,17,,,,,,,,0.245243168,3,S
1,S,7,SF3A07,7,S,11:35,5.6,12.3,11:39,5.39,12.4,11:43,5.25,12.5,11:47,5.01,12.5,11:51,4.86,12.6,11:55,4.74,12.6,11:59,4.61,12.6,0.9502,5.8011,25,14,,,,,,,,0.248972249,3,S
1,S,9,SF3A08,7,S,11:35,5.78,12.3,11:39,5.31,12.4,11:43,4.95,12.5,11:48,4.57,12.5,11:52,4.29,12.6,11:56,3.99,12.6,12:00,3.8,12.6,1.9757,12.9545,33,16,,,,,,,,0.424386797,3,S
1,S,10,SF3B11,7,S,11:36,5.65,12.4,11:39,5.48,12.4,11:44,5.3,12.5,11:48,5.1,12.5,11:52,4.97,12.6,11:56,4.82,12.6,12:00,4.7,12.6,1.1191,6.655,27,15,,,,,,,,0.737067804,3,S
1,S,11,SF3B12,7,S,11:36,5.99,12.4,11:40,5.8,12.4,11:44,5.63,12.5,11:48,5.5,12.6,11:52,5.41,12.6,11:57,5.32,12.6,12:00,5.23,12.6,0.6356,3.7447,21,13,,,,,,,,0.475887555,3,S
1,S,12,SF3B13,7,S,,,,,,,,,,,,,,,,,,,,,,0.7515,4.5378,24,10,,,,,,,,0.325904699,3,S
1,S,13,SF3B14,7,S,11:36,5.96,12.4,11:40,5.77,12.4,11:45,5.57,12.5,11:49,5.39,12.6,11:53,5.15,12.6,11:57,4.98,12.6,12:01,4.88,12.6,1.0698,6.9322,26,15,,,,,,,,1.093527396,3,S
