SDN,pH_1,pH_2,pH_3,pH_4,pH_5,pH_6,pH_7,pH_8,TC_1,TC_2,TC_3,TC_4,TC_5,TC_6,TC_7,TC_8,DeSpike_1,DeSpike_2,DeSpike_3,DeSpike_4,DeSpike_5,DeSpike_6,DeSpike_7,DeSpike_8
737682.364583333,8.004559,7.890424,7.806559,7.700376,7.661835,7.695362,7.461912,8.218487,11.842598,11.670837,11.300922,11.062271,10.96056,11.006046,10.437519,12.546764,0,0,0,0,0,0,0,0
737682.375,8.014814,7.883147,7.812188,7.717254,7.663934,7.698236,7.46406,8.211214,11.821209,11.624744,11.263119,11.059242,10.939831,10.954227,10.38657,12.500488,0,0,0,0,0,0,0,0
737682.385416667,8.00026749154349,7.87574849655252,7.8012929896802,7.70456698638611,7.6419934915435,7.68448399828003,7.4455194999824,8.2024375033821,11.8140124848899,11.6080000088915,11.246934496115,11.0265370116928,10.914913480585,10.9398690075186,10.3719905126609,12.4774055114338,0,0,0,0,0,0,0,0
737682.395833333,8.004602,7.902853,7.805435,7.709353,7.649859,7.684894,7.44279,8.202503,11.83168,11.620979,11.238892,11.011074,10.89101,10.918987,10.359669,12.465843,0,0,0,0,0,0,0,0
737682.40625,7.99810733182236,7.88346732727267,7.80062333100093,7.70325933107469,7.65913967499715,7.68532533935265,7.42946733025662,8.1950136666689,11.8175009984141,11.6023366637889,11.2427190093542,11.0166413324292,10.8888203269642,10.9245869992322,10.3783966687811,12.4575236664744,0,0,0,0,0,0,0,0
737682.416666667,8.013336,7.897348,7.810671,7.703097,7.673385,7.686105,7.472926,8.195559,11.846519,11.640293,11.300297,11.056595,10.950214,10.957874,10.433277,12.483654,0,0,0,0,0,0,0,0
737682.427083333,7.99387766516016,7.89901866817094,7.80197667431654,7.70727167193944,7.66519832426189,7.68513233481637,7.45205399692552,8.18817499615439,11.8578986637889,11.6710600016931,11.3044850019312,11.0792786696763,10.9679733291804,10.9793636727206,10.44083500058,12.4957170014115,0,0,0,0,0,0,0,0
737682.4375,8.010511,7.908587,7.804412,7.698906,7.657751,7.683957,7.461886,8.189947,11.879417,11.709782,11.323128,11.086311,10.966496,10.995022,10.45303,12.505703,0,0,0,0,0,0,0,0
737682.447916667,8.00672551193164,7.88756150341227,7.80610599483004,7.70391299829009,7.65401849833284,7.69331399998994,7.46771499135993,8.18990149311259,11.893883,11.705879,11.3293379979682,11.1044539957403,10.9688034889686,11.0145950028566,10.461163,12.514122,0,0,0,0,0,0,0,0
737682.458333333,8.00605866288251,7.87675400228323,7.82156866357989,7.70329733184023,7.67144766820335,7.6842783363363,7.46345967050335,8.18775199999329,11.9191873324337,11.6931253319308,11.3725600065446,11.1179223304086,10.9905736607569,11.0318516674892,10.4706256690885,12.5311660013679,0,0,0,0,0,0,0,0
737682.46875,7.99819633333445,7.88528233257338,7.79341066670243,7.70420199322408,7.66642034241707,7.68128000300742,7.43546465898438,8.18763533332775,11.908472666394,11.7095830007544,11.338375,11.11713,11.009762,11.055672,10.4993426683386,12.5521150011466,0,0,0,0,0,0,0,0
737682.479166667,8.011488,7.902224,7.797294,7.701981,7.641923,7.660927,7.435631,8.190834,11.974232,11.767078,11.393074,11.165756,11.046379,11.037651,10.544781,12.59351,0,0,0,0,0,0,0,0
737682.489583333,7.99576233862959,7.90012366439461,7.8008989923691,7.70037466290933,7.66021234465787,7.65665466291604,7.44522565974767,8.18553499695904,11.9526419980655,11.7850153310691,11.4048033284774,11.1736169969993,11.0446716755258,11.0402386641297,10.5557643384318,12.6010706627015,0,0,0,0,0,0,0,0
737682.5,7.99590933105458,7.90328633256667,7.79745099387116,7.69988132656523,7.62715533182906,7.59852200002012,7.43861532949554,8.18817632948884,11.9717556684827,11.7858416681072,11.411183668704,11.184422996141,11.0769029972843,10.9779139938779,10.5352616665985,12.6185023365129,0,0,0,0,0,0,0,0
737682.510416667,7.99813633331881,7.88893000150539,7.80383000306108,7.71249233860947,7.67476166744563,7.63033733711079,7.46759899922886,8.19709566284228,11.9233396704396,11.7571386693098,11.4133910023536,11.1783676677541,11.087021,10.995869,10.4602396714757,12.655833001207,0,0,0,0,0,0,0,0
737682.520833333,7.9902665085068,7.88268251025191,7.80272801715441,7.70100553555856,7.66721599832529,7.59160650846656,7.42755199308996,8.18813149653743,11.9419325040107,11.7364274972566,11.4039115151553,11.1561810135636,11.0780274915888,10.9291874985793,10.4315299968166,12.7087670032438,0,0,0,0,0,0,0,0
737682.53125,7.9972175,7.8987655,7.8089995,7.714358,7.6327385,7.625451,7.461567,8.1855535,11.9834845,11.785032,11.4626465,11.1897275,11.0598395,10.9773255,10.437969,12.741453,0,0,0,0,0,0,0,0
737682.541666667,8.0156296682,7.8810406826169,7.80613232342479,7.69956500300408,7.64996200453965,7.64366934236122,7.44704299692551,8.18629500076443,12.0103379959465,11.8047243271598,11.4672053252889,11.2045579984443,11.0777436544268,10.9687589858882,10.4223696660442,12.7507793369867,0,0,0,0,0,0,0,0
737682.552083333,7.993063,7.855994,7.811937,7.693831,7.675607,7.612807,7.455095,8.176971,12.00555,11.789875,11.496273,11.178066,11.100544,10.931637,10.403248,12.746193,0,0,0,0,0,0,0,0
737682.5625,8.0110225,7.872546,7.8060885,7.7057675,7.628417,7.595854,7.439723,8.169939,12.004459,11.807957,11.4206255,11.14679,11.033524,10.8637085,10.3414955,12.7178495,0,0,0,0,0,0,0,0
737682.572916667,8.00147900156239,7.90045666516574,7.80379233636982,7.69539333559198,7.62801733938732,7.59842300375845,7.4358090076946,8.16519200152886,11.9955546632815,11.8147783324974,11.4252016669997,11.1268733331545,11.0165773337848,10.8675910009891,10.2795349950714,12.6893733337815,0,0,0,0,0,0,0,0
737682.583333333,7.98720200004359,7.89656033182682,7.8051970061121,7.70117333259125,7.65842067120743,7.62645099849461,7.44342867665903,8.16369267125772,11.9458909891069,11.7715706641633,11.3568396692461,11.0874276640224,10.9729370064373,10.8144750100952,10.2468276685688,12.6736006702821,0,0,0,0,0,0,0,0
737682.59375,7.993768,7.898124,7.799935,7.712203,7.651541,7.644634,7.447018,8.162161,11.999107,11.776428,11.417618,11.13942,11.002522,10.877033,10.295895,12.700768,0,0,0,0,0,0,0,0
737682.604166667,8.00336065455088,7.90249300075773,7.80147033027114,7.70853864483121,7.63432833862959,7.59641900376516,7.42906433563557,8.16127966435102,12.0284040002816,11.8126116668153,11.4318923312099,11.1552849938745,11.019848,10.862255,10.3425810016797,12.7367363370806,0,0,0,0,0,0,0,0
737682.614583333,8.0101739880759,7.891808,7.8048360084892,7.70898402879185,7.63674999834038,7.62693699995977,7.45961249826746,8.16522400338461,12.0509450207201,11.8268660042597,11.4768545303584,11.1847320081824,11.0750404938519,10.937171997757,10.3730010015942,12.7665235103877,0,0,0,0,0,0,0,0
737682.625,8.00374401366584,7.88751201738405,7.80087333944653,7.68666800527053,7.64816232726931,7.58646366365477,7.43614000076778,8.1641146605233,12.0455539910046,11.8255690138268,11.4692420020083,11.1721876673327,11.0722630032019,10.8869593342028,10.3616216670243,12.760941670994,0,0,0,0,0,0,0,0
737682.635416667,7.99196866590112,7.89155230302553,7.79949299239259,7.69128933401506,NaN,NaN,7.41762699846108,8.2202493340687,12.053623002072,11.8330853278125,11.4742776626892,11.1939020085093,NaN,NaN,10.3276916697534,12.7585973383938,0,0,0,0,1,1,0,0
737682.645833333,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,1,1,1,1,1,1,1
737682.65625,7.9779915,7.8826365,7.8752715,7.7937125,7.7331705,7.6601145,6.83751,7.9074215,12.7379265,12.8055075,12.4678325,12.4742395,12.36591,12.751106,9.3276595,12.7194975,0,0,0,0,0,0,0,0
737682.666666667,7.998619,7.891809,7.797561,7.708278,7.722122,7.628285,7.459525,8.215164,11.972111,11.663879,11.324902,10.943745,10.961506,10.316311,9.800381,12.769978,0,0,0,0,0,0,0,0
737682.677083333,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,1,1,1,1,1,1,1
737682.6875,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,1,1,1,1,1,1,1
737682.697916667,7.98352366210131,7.90039100001341,7.79811099620131,7.69902733407318,7.650153325014,7.60088833562216,7.44344233333892,8.21040133335233,11.8476306712544,11.4003983299191,11.1270369923523,10.6719650035975,10.2962759908939,10.0203769921646,9.51705066266793,12.7652843299225,0,0,0,0,0,0,0,0
737682.708333333,7.98182267046087,7.89869967044746,7.79039533105458,7.68867465850829,7.63973799924563,7.6248436636246,7.42727133487001,8.19981700153892,12.0501063312993,11.7473336693008,11.4063836621125,11.0074369660902,10.8052536652507,10.4753430087909,10.017376335098,12.7813656651233,0,0,0,0,0,0,0,0
737682.71875,7.9994375,7.900177,7.8073275,7.6961395,7.641334,7.6201015,7.439418,8.1972265,12.1918315,11.932516,11.629337,11.1933405,11.017162,10.7589225,10.3161505,12.856825,0,0,0,0,0,0,0,0
737682.729166667,7.990232,7.881701,7.814605,7.704871,7.664764,7.600374,7.442073,8.188114,12.206974,11.971794,11.6875,11.280075,11.103359,10.818333,10.377064,12.834587,0,0,0,0,0,0,0,0
737682.739583333,7.99362032880488,7.89385266665549,7.82061566440579,7.69438900074431,7.6510510015188,7.62723700075772,7.46291666742998,8.18995266820782,12.2049673264144,11.9852763368548,11.7240166592057,11.2644516690494,11.0866389977235,10.9114546654049,10.3850186739746,12.8325956668466,0,0,0,0,0,0,0,0
737682.75,8.004953,7.8924295,7.8117585,7.6978895,7.649829,7.6042455,7.4433555,8.192,12.25025,12.0009115,11.719048,11.341541,11.1163825,10.871906,10.4354705,12.8736285,0,0,0,0,0,0,0,0
737682.760416667,7.985437,7.897226,7.799001,7.709902,7.645116,7.60278,7.43856,8.189976,12.221096,11.989132,11.655483,11.373009,11.107853,10.909428,10.426136,12.868988,0,0,0,0,0,0,0,0
737682.770833333,8.01643452715989,7.89675300164956,7.81683599828506,7.68682149832278,7.6459470051599,7.60575899155104,7.43711299309498,8.1893815051071,12.2570705164528,12.0214445101765,11.7289349988483,11.3309059951268,11.1670494831348,10.9261134902158,10.4719889963941,12.9140070089116,0,0,0,0,0,0,0,0
737682.78125,8.0015125,7.893976,7.807241,7.714632,7.648346,7.6150945,7.4470595,8.189706,12.2641815,12.0366935,11.7392805,11.3740635,11.157034,10.9535635,10.483753,12.917427,0,0,0,0,0,0,0,0
737682.791666667,7.98735750346257,7.90240200341982,7.80399649477723,7.71054300673905,7.67132450351286,7.61263700673905,7.45326399481495,8.1907249948401,12.2491569863811,12.0479489979179,11.6896000161436,11.3810520095453,11.1699389720178,10.9835095032614,10.471004,12.918346,0,0,0,0,0,0,0,0
737682.802083333,7.989193,7.886728,7.809538,7.697668,7.663691,7.609147,7.428748,8.185959,12.297703,12.067772,11.758297,11.398754,11.230476,11.023144,10.546841,12.97633,0,0,0,0,0,0,0,0
737682.8125,8.023079,7.898243,7.824446,7.692464,7.651725,7.619295,7.456295,8.18331,12.28743,12.069431,11.792355,11.352219,11.158855,11.007191,10.513477,12.961365,0,0,0,0,0,0,0,0
737682.822916667,7.998643,7.908411,7.805758,7.710518,7.642832,7.58432,7.43568,8.181881,12.304798,12.069427,11.677025,11.387142,11.188644,10.999073,10.50819,12.976219,0,0,0,0,0,0,0,0
737682.833333333,8.00036451531626,7.88712850171745,7.79497450857218,7.68844199655504,7.65297049656258,7.62256749994216,7.44115050691759,8.177048,12.2974659997888,12.0524499965953,11.722831505947,11.3466015142451,11.1933575109258,11.0364190169784,10.5252874991928,12.9794864971711,0,0,0,0,0,0,0,0
737682.84375,7.991195,7.898944,7.800111,7.713206,7.666454,7.618356,7.440497,8.181181,12.305378,12.064281,11.721416,11.389046,11.210182,11.08976,10.504734,12.974606,0,0,0,0,0,0,0,0
737682.854166667,7.99758049829764,7.90194100511464,7.81317800525546,7.7123970033997,7.64081498976569,7.60480949155858,7.44971550519259,8.18337949829764,12.316826,12.076778,11.7887669751862,11.4220279977168,11.1844345084314,11.0116044942643,10.5415879931905,13.0094509973798,0,0,0,0,0,0,0,0
737682.864583333,7.98417152215086,7.89734200850428,7.803589017084,7.71289250172248,7.64896000685472,7.59539999831021,7.43089399653492,8.17847700340976,12.2829185019086,12.0426600040283,11.7064095281054,11.3832679933716,11.177241986014,11.0076789983504,10.4928325047953,12.9688495050065,0,0,0,0,0,0,0,0
737682.875,7.9953795,7.8859015,7.801002,7.6986135,7.6429585,7.594837,7.4264645,8.176815,12.274687,12.021925,11.6686345,11.331598,11.1502725,10.973991,10.4679145,12.960199,0,0,0,0,0,0,0,0
737682.885416667,7.994062,7.9025,7.808321,7.69455,7.644265,7.628011,7.453575,8.180593,12.266949,12.023388,11.720482,11.336159,11.163391,11.01852,10.491337,12.960918,0,0,0,0,0,0,0,0
737682.895833333,7.99727500511464,7.88564999322071,7.81425899491554,7.68364799829512,7.64667599488536,7.62308850504675,7.43785550691256,8.17941549644691,12.2217770080265,11.9992979967763,11.6887039810552,11.28147500259,11.1500000014484,10.9796905090349,10.4370649972189,12.9257280063116,0,0,0,0,0,0,0,0
737682.90625,7.9937025,7.892686,7.7894275,7.7186725,7.652916,7.614786,7.4468355,8.1807025,12.185726,11.940376,11.5668165,11.2883015,11.1032275,10.9445,10.406647,12.874857,0,0,0,0,0,0,0,0
737682.916666667,8.00586600452959,7.89452133182012,7.8105763341,7.70630466442478,7.64361198711196,7.60004199775029,7.42870466743557,8.18742733486778,12.1915923360748,11.9335686662018,11.6109326692964,11.26572,11.0835636748184,10.9233133307238,10.4275753339558,12.8759983322761,0,0,0,0,0,0,0,0
737682.927083333,8.001053,7.897272,7.826151,7.713483,7.655108,7.6146,7.45771,8.185665,12.209587,11.978256,11.708134,11.321308,11.159607,11.002476,10.484562,12.906143,0,0,0,0,0,0,0,0
737682.9375,7.997041,7.894762,7.80323,7.712266,7.641004,7.626097,7.452935,8.183714,12.197754,11.929989,11.623814,11.289032,11.12336,10.985607,10.46191,12.889996,0,0,0,0,0,0,0,0
737682.947916667,8.00713667120518,7.90728166822458,7.78883433718006,7.69127833030691,7.64396733409888,7.60043466816758,7.43069399923222,8.18393132950895,12.2131080025582,11.9632619904111,11.5726649938443,11.2556076694416,11.1139663308735,10.9410693352355,10.4710020051331,12.8871460045028,0,0,0,0,0,0,0,0
737682.958333333,8.01218199149069,7.90236999829009,7.81157551540175,7.7007380100784,7.63825850677677,7.62528450007795,7.44429399826998,8.18704300340976,12.2203119989539,11.9772190089971,11.6818865116148,11.3097059949256,11.139268991375,11.0220600069452,10.4936294985994,12.9042035056502,0,0,0,0,0,0,0,0
737682.96875,7.99781,7.89338,7.793915,7.710972,7.659969,7.615381,7.459142,8.183075,12.174473,11.936184,11.554092,11.273632,11.120743,10.968876,10.449635,12.879406,0,0,0,0,0,0,0,0
737682.979166667,8.01634499837559,7.91156751021671,7.79699549138256,7.69627899659527,7.6403809999648,7.62070549667322,7.45225899308996,8.18652899655504,12.1957414810376,11.965496003797,11.556448003963,11.2416515028892,11.1061725110013,10.9879569803562,10.456043,12.87368,0,0,0,0,0,0,0,0
737682.989583333,8.003725,7.908738,7.795824,7.716815,7.659887,7.599814,7.437761,8.187056,12.218792,11.992535,11.593391,11.330624,11.1455,10.990566,10.495602,12.901871,0,0,0,0,0,0,0,0
737683,8.008455,7.908733,7.81468,7.702672,7.644294,7.626006,7.463187,8.187054,12.221153,11.993702,11.669067,11.32795,11.150677,11.014347,10.496914,12.902306,0,0,0,0,0,0,0,0
737683.010416667,8.02190499395496,7.90340066211808,7.79729033332551,7.68870366441472,7.64127733257449,7.60669500225641,7.45318933256778,8.18240699771676,12.188369664864,11.9721679998089,11.5681816684146,11.2810186646796,11.1083766658564,10.9483476664029,10.4472489978676,12.8777350001911,0,0,0,0,0,0,0,0
737683.020833333,8.00504799482501,7.88812750339719,7.79383749139262,7.68866649491805,7.63753550172248,7.5980924898537,7.42593549827752,8.18165000167973,12.145714,11.89513,11.4922675165937,11.207138004662,11.0397794990017,10.8982884893709,10.365112496296,12.8281705077122,0,0,0,0,0,0,0,0
737683.03125,7.999606,7.894407,7.820077,7.71942,7.639413,7.625237,7.46697,8.184324,12.063919,11.853203,11.517048,11.188187,10.982464,10.836552,10.289951,12.777504,0,0,0,0,0,0,0,0
737683.041666667,7.995122,7.897425,7.800071,7.708279,7.640974,7.600002,7.448529,8.178495,11.998417,11.781841,11.383247,11.109192,10.912594,10.719524,10.210255,12.718468,0,0,0,0,0,0,0,0
737683.052083333,8.00115299699258,7.87759734092174,7.81997432870429,7.71191332655518,7.6438629954436,7.59530632805721,7.45135433563109,8.17607600229999,11.9591669953061,11.7077369992959,11.3715106759694,11.0450263309708,10.8589233369487,10.6459163344073,10.1652030054482,12.6603786660185,0,0,0,0,0,0,0,0
737683.0625,8.0152300030376,7.8809466666689,7.7933649992691,7.712667,7.64102833939288,7.59193433935936,7.43629566435885,8.17706366437897,11.9446566624712,11.6645669998894,11.2891633252543,11.0252039973647,10.825718,10.646915,10.1161003335893,12.6055919988534,0,0,0,0,0,0,0,0
737683.072916667,8.00102898637605,7.89531350002766,7.80791348972797,7.70241500166465,7.64241699831021,7.60310249660784,7.46390400347011,8.17526399998994,11.8778384976791,11.6381034928812,11.3048799839319,10.9750445071942,10.7789954927103,10.5969620030125,10.0667074958937,12.5595395017275,0,0,0,0,0,0,0,0
737683.083333333,8.007698,7.884403,7.812035,7.693486,7.635304,7.594354,7.44391,8.172562,11.905128,11.649517,11.301647,10.929752,10.773663,10.583599,10.087955,12.553135,0,0,0,0,0,0,0,0
737683.09375,7.99101166743333,7.90668099998994,7.80614299617115,7.70897666063394,7.63474100075772,7.59338866817429,7.4218546712823,8.17232100153892,11.8967513308903,11.6787616689085,11.2908283334484,10.9923463310143,10.8151689974754,10.612623666394,10.1087353326337,12.555350331705,0,0,0,0,0,0,0,0
737683.104166667,7.99114999013954,7.88435233332104,7.80089766818435,7.70218966291381,7.66181533180559,7.62719666739645,7.45510766281994,8.16859366513669,11.9193850047877,11.6612626680603,11.2893330038624,11.0028746621226,10.8251636701021,10.7176550069067,10.114605,12.568558,0,0,0,0,0,0,0,0
737683.114583333,7.98734450008298,7.87144949316791,7.78917848114825,7.69733348645903,7.66930799146051,7.60152650338713,7.42873099307487,8.16491049650223,11.9098759788877,11.6624125013151,11.2793944766623,10.9799919906005,10.8484535064448,10.6681290023235,10.1135479944931,12.5756455030099,0,0,0,0,0,0,0,0
