SDN,Sat_1,Sat_2,Sat_3,Sat_4,Sat_5,Sat_6,Sat_7,Sat_8,TC_1,TC_2,TC_3,TC_4,TC_5,TC_6,TC_7,TC_8,uM_1,uM_2,uM_3,uM_4,uM_5,uM_6,uM_7,uM_8,mgL_1,mgL_2,mgL_3,mgL_4,mgL_5,mgL_6,mgL_7,mgL_8,DeSpike_1,DeSpike_2,DeSpike_3,DeSpike_4,DeSpike_5,DeSpike_6,DeSpike_7,DeSpike_8
737967.3375,103.8,103,75.6,NaN,73.9,63.3,52.8,27.8,16.8,17.2,14,NaN,15.1,14,13.8,12.4,249.3099564,245.5044358,191.8535757,NaN,183.467599,160.6393035,134.5350925,72.89542953,7.791423102,7.672493149,5.995798978,NaN,5.733720827,5.020292001,4.204484419,2.278124556,0,0,0,1,0,0,0,0
737967.3479,105.2,105.7,74.8,NaN,76.6,64.8,53.5,27.5,16.8,17.3,14.2,NaN,15.1,14.1,13.8,12.4,252.6725184,251.461012,189.061208,NaN,190.1707454,164.1151556,136.3187016,72.1087882,7.896509733,7.858647792,5.908532032,NaN,5.943207245,5.12891917,4.26022569,2.253540478,0,0,0,1,0,0,0,0
737967.3583,103.4,105.7,75.6,NaN,77.1,64.2,53.8,26.8,16,17,13.9,NaN,14.8,13.6,13.4,11.8,252.2161825,252.9031858,192.2409431,NaN,192.5532043,164.2466664,138.2006367,71.15828635,7.882248343,7.903718537,6.007904966,NaN,6.017663739,5.133029141,4.319039836,2.223835438,0,0,0,1,0,1,0,0
737967.3688,103.1,98.9,75.5,NaN,75.9,61.9,55.6,26,14.9,15.6,12.7,NaN,13.8,12.4,12.4,10.7,256.976275,243.1303882,196.7465357,NaN,193.3941954,162.3103269,145.7908591,70.66189904,8.031010532,7.598299524,6.148713534,NaN,6.043946353,5.072514748,4.556249111,2.208322365,1,0,0,1,0,1,0,0
737967.3792,100.9,95.4,75.9,NaN,73.9,59.4,54.2,26.7,14.3,14.6,12,NaN,12.9,11.6,11.7,10.1,254.5192921,239.2067196,200.6846273,NaN,191.7855247,158.3806659,144.212084,73.50742142,7.954225017,7.475677216,6.271786589,NaN,5.99367225,4.949705166,4.506909307,2.297250498,0,0,0,1,0,0,0,0
737967.3896,100.9,93.8,79.2,NaN,74.4,59.6,55.6,27.4,13.8,14.1,11.5,NaN,12.6,11.1,11.4,9.7,257.0945233,237.561753,211.6196212,NaN,194.2808061,160.6031311,148.8751653,76.09287618,8.034706021,7.424268799,6.613526508,NaN,6.07165467,5.019161545,4.652639706,2.378051009,0,0,0,1,0,0,0,0
737967.4,100,92.2,77.5,NaN,73.7,59.3,55.9,27.7,13.6,13.8,11.3,NaN,12,10.9,11,9.5,255.835929,234.9268092,207.954139,NaN,194.8676816,160.4763827,150.953451,77.26281554,7.995372493,7.341921657,6.498973031,NaN,6.089995674,5.01520041,4.717590192,2.414613899,0,0,0,1,0,0,0,0
737967.4104,101.4,92.2,78.2,NaN,73.6,58.8,55.7,27.9,13.4,13.6,11.2,NaN,11.9,10.7,10.9,9.4,260.4748059,235.8807266,210.2774551,NaN,195.0107221,159.8046024,150.7341403,77.99132251,8.140346456,7.371733439,6.571581195,NaN,6.094465971,4.994205964,4.710736304,2.437381165,0,0,0,1,0,0,0,0
737967.4208,100.3,91.4,77.2,NaN,73,58.2,55,28.1,13.3,13.5,11.1,NaN,12.1,10.7,10.8,9.3,258.1750154,234.3095829,208.0295591,NaN,192.6142902,158.1739432,149.15782,78.72297537,8.068473511,7.322632131,6.501330054,NaN,6.019572793,4.943244679,4.661473217,2.460246746,0,0,0,1,0,0,0,0
737967.4313,100,92.8,78.8,NaN,73.8,59.7,55,28.2,13.3,13.5,11,NaN,12,10.6,10.9,9.3,257.402807,237.89857,212.7930579,NaN,195.1320882,162.5985341,148.8398153,79.00312831,8.044340489,7.434794987,6.650198696,NaN,6.098258897,5.081521787,4.65153495,2.469002072,0,0,0,1,0,0,0,0
737967.4417,100.9,94.2,78.9,NaN,72.8,60.2,55.4,27.9,13.2,13.5,11,NaN,11.7,10.6,10.6,9.2,260.250491,241.487557,213.0630998,NaN,193.7018398,163.9603309,150.8870819,78.33471453,8.133336176,7.546957842,6.658638035,NaN,6.053560841,5.124080596,4.71551603,2.448112836,0,0,0,1,0,1,1,0
737967.4521,100.5,97.5,95.7,NaN,85,73.9,72.5,43.1,13.2,13.5,11,NaN,11.9,10.5,10.7,9.2,259.2187744,249.9473122,258.4301477,NaN,225.2161873,201.7059896,197.0379877,121.0116916,8.10109302,7.811341716,8.076446894,NaN,7.038445755,6.303706157,6.15782198,3.781851729,0,0,0,1,1,1,1,1
737967.4625,99.6,94.9,81.8,NaN,77.9,61.4,58,29.4,13.3,13.5,11.1,NaN,11.8,10.5,10.6,9,256.3731958,243.2820506,220.4251028,NaN,206.8369592,167.5879264,157.9684251,82.91107054,8.012163127,7.60303927,6.888715006,NaN,6.464058979,5.237450041,4.936821837,2.5911329,0,0,0,1,0,1,1,0
737967.4729,100.1,93.5,78.7,NaN,75.5,59.3,55.2,27.5,13.2,13.5,10.8,NaN,11.8,10.6,10.7,9.2,258.1870579,239.6930635,213.4312806,NaN,200.4645753,161.5090967,150.0206472,77.21163618,8.068849864,7.490876415,6.670144403,NaN,6.264909536,5.04747474,4.688438252,2.413014444,0,0,0,1,0,0,0,0
737967.4833,99.9,93.1,78.7,NaN,73.1,59.3,54.1,27.4,13.2,13.5,11,NaN,12,10.6,10.5,9.2,257.6711997,238.6676386,212.5230159,NaN,193.2812418,161.5090967,147.6629775,76.93086659,8.052728285,7.458829884,6.641759358,NaN,6.040416333,5.04747474,4.61475647,2.404239846,0,0,0,1,0,0,0,0
737967.4938,99.3,92.9,81.3,NaN,74.3,60.3,54.1,27.6,13.3,13.5,11,NaN,11.9,10.6,10.9,9.3,255.6009873,238.1549262,219.5441067,NaN,196.8654437,164.2326903,146.4042547,77.32221068,7.988030106,7.442806619,6.861182157,NaN,6.152429642,5.132592358,4.575418924,2.416470113,0,0,0,1,0,0,0,0
737967.5042,99.9,93.8,74.8,NaN,73.4,59.2,52.3,27.7,13.2,13.6,10.8,NaN,11.9,10.6,10.7,9.3,257.6711997,239.9741014,202.8546352,NaN,194.4808017,161.2367374,142.1391277,77.60236362,8.052728285,7.499659398,6.339603575,NaN,6.077904922,5.038962978,4.442125373,2.42522544,0,0,0,1,0,0,0,0
737967.5146,99.7,93.1,74.2,NaN,74.1,59.6,53.4,28.2,13.3,13.6,11,NaN,12,10.7,10.8,9.4,256.6305986,238.1832499,200.3711281,NaN,195.9253081,161.9788147,144.8186834,78.82993888,8.020207468,7.443691791,6.261989128,NaN,6.123048567,5.062154345,4.525866723,2.463589564,0,0,0,1,0,0,0,0
737967.525,100.3,93.7,76.3,NaN,74.9,60,52.6,28.2,13.2,13.6,11,NaN,11.8,10.7,10.6,9.5,258.7029162,239.7182655,206.0420091,NaN,198.8714794,163.0659209,143.26102,78.6574512,8.084971442,7.491664026,6.439215235,NaN,6.215122176,5.096128535,4.4771867,2.458198987,0,0,0,1,0,0,0,0
737967.5354,100.9,94.6,76,NaN,73.9,60,53.2,28.4,13.3,13.6,10.9,NaN,11.9,10.7,10.7,9.3,259.7194322,242.0207889,205.669563,NaN,195.8056028,163.0659209,144.5851165,79.56343418,8.116739554,7.563622378,6.427575568,NaN,6.119307544,5.096128535,4.518567301,2.486512725,0,0,0,1,0,0,0,0
737967.5458,101.4,92.7,75.5,NaN,75,59.6,52.5,28.7,13.4,13.5,10.9,NaN,11.8,10.7,10.6,9.5,260.4748059,237.6422138,204.3164738,NaN,199.1369954,161.9788147,142.9886607,80.05208686,8.140346456,7.426783354,6.385288886,NaN,6.223420069,5.062154345,4.468674939,2.501784076,0,0,0,1,0,0,1,1
737967.6771,101.5,96.9,78.6,NaN,77,59,57.4,26.5,13.8,14.4,12.5,NaN,13.1,12.1,12.5,11.3,258.6233311,243.9403178,205.6733204,NaN,199.0122619,155.6745633,150.1990915,71.10689916,8.082484253,7.623611408,6.427692995,NaN,6.219521903,4.865134175,4.694014986,2.222229488,0,0,0,1,0,0,0,1
737967.6875,100.9,95.1,78.9,NaN,74.3,57.9,56.7,26.5,13.8,14.1,12.1,NaN,12.6,11.6,12.1,10.5,257.0945233,240.8541867,208.1817466,NaN,194.019676,154.3811541,149.6058939,72.33029398,8.034706021,7.527163782,6.506086211,NaN,6.063493843,4.824712612,4.675476402,2.260462966,0,0,0,1,0,0,0,0
737967.6979,101,93.7,78.7,NaN,76.8,58.4,58.2,26.3,13.6,13.9,11.7,NaN,12.5,11.2,11.6,10,258.3942883,238.2668832,209.4002032,NaN,200.9632444,157.0358488,155.1810565,72.56319927,8.075326218,7.446305493,6.544165359,NaN,6.280493919,4.907677005,4.849711123,2.267741711,0,0,0,1,0,0,0,0
737967.7083,100.2,92.8,78.8,NaN,75.2,58.3,57.7,26.7,13.6,13.8,11.5,NaN,12.3,11,11.3,9.8,256.3476009,236.455617,210.5508352,NaN,197.594602,157.4344578,154.8252106,73.98755667,8.011363238,7.389699889,6.580124859,NaN,6.175217265,4.920134315,4.838590244,2.312255662,0,0,0,1,0,0,0,0
737967.7188,101.2,92.2,80.3,NaN,76.6,58.7,59,27.1,13.4,13.7,11.5,NaN,12.4,10.9,11.2,9.6,259.9610489,235.4028553,214.5587826,NaN,200.8557519,158.8526756,158.6492308,75.42416406,8.124290546,7.356799027,6.705381042,NaN,6.277134567,4.964456392,4.958098344,2.357152449,0,0,0,1,0,0,0,0
737967.7292,101.4,89.4,79.6,NaN,74.5,58.7,57.3,28,13.6,13.5,11.3,NaN,12.1,10.8,11.1,9.5,259.417632,229.1824586,213.5890254,NaN,196.5721181,159.1920733,154.4053593,78.09959694,8.107307708,7.162399481,6.675074236,NaN,6.143262645,4.975063233,4.825469069,2.440764952,0,0,0,1,0,0,0,0
737967.7396,101.2,87.3,77.5,NaN,74.1,58.9,57.9,28.2,13.5,13.5,11.3,NaN,12,10.8,11.2,9.8,259.4324923,223.798978,207.954139,NaN,195.9253081,159.7344654,155.6913638,78.14416098,8.107772119,6.994155198,6.498973031,NaN,6.123048567,4.992014045,4.865659222,2.442157665,0,0,0,1,0,0,0,0
737967.75,100.8,88.6,79.4,NaN,72.8,59.6,57.9,28.8,13.6,13.5,11.2,NaN,11.9,10.9,11.1,9.9,257.8826165,227.1316088,213.5042191,NaN,192.8910404,161.2882363,156.0221693,79.63347343,8.059335473,7.098306421,6.672423873,NaN,6.028221776,5.040572419,4.875997541,2.488701589,0,0,0,1,0,0,0,0
737967.7604,101.6,87,77.5,NaN,73.2,59.1,57.8,29.3,13.6,13.5,11.5,NaN,12.1,10.9,11.1,9.9,259.9293039,223.0299094,207.0772808,NaN,193.1420006,159.935147,155.752701,81.01599901,8.123298453,6.9701203,6.471569499,NaN,6.036064773,4.998285737,4.867576129,2.531908213,0,0,0,1,0,0,0,0
737967.7708,101.3,87,77.3,NaN,72.8,58.9,56.9,29,13.6,13.5,11.3,NaN,12.1,10.9,11.2,9.7,259.1617961,223.0299094,207.4174832,NaN,192.0865799,159.3939113,153.0023938,80.53625581,8.099312335,6.9701203,6.482201488,NaN,6.003080813,4.981371065,4.781623657,2.516915301,0,0,0,1,0,0,0,0
737967.7813,100.4,86.7,78.1,NaN,73.3,58.9,57.9,29.1,13.6,13.5,11.3,NaN,12.1,10.9,11.2,9.9,256.8592727,222.2608407,209.5641066,NaN,193.4058558,159.3939113,155.6913638,80.46298878,8.027353983,6.946085403,6.549287661,NaN,6.044310764,4.981371065,4.865659222,2.514625564,0,0,0,1,0,0,0,0
737967.7917,100.9,87.4,80.4,NaN,73.7,59.7,59.5,29.2,13.5,13.5,11.3,NaN,12.1,10.9,11.3,9.8,258.6634236,224.0553342,215.7356488,NaN,194.4612766,161.5588541,159.6551132,80.91523052,8.083737222,7.00216683,6.742160409,NaN,6.077294724,5.049029755,4.989534133,2.528759001,0,0,0,1,0,0,0,0
737967.8021,100.6,85.1,79.4,NaN,71.7,58.9,58.5,29.9,13.7,13.4,11.3,NaN,12.2,10.9,11.1,9.8,256.8495362,218.6036093,213.0523695,NaN,188.7903407,159.3939113,157.6389794,82.8549792,8.027049697,6.831789777,6.658302692,NaN,5.9000669,4.981371065,4.926526013,2.589379936,0,0,0,1,0,0,0,0
737967.8125,102.4,82.3,77.1,NaN,72,59.4,57.3,31.2,13.7,13.3,11.3,NaN,12,10.9,11.2,10,261.4452536,211.8425101,206.8808274,NaN,190.372769,160.7470006,154.0779818,86.0825786,8.170674841,6.620492223,6.465429944,NaN,5.949520875,5.023657746,4.815237883,2.690248722,0,0,0,1,0,0,0,1
737967.8229,101.3,82.8,80.1,NaN,72.1,59.5,57.4,31.9,13.8,13.3,11.3,NaN,12,10.9,11.3,10.1,258.1137285,213.1295242,214.930665,NaN,190.6371756,161.0176184,154.0202269,87.82347354,8.066558176,6.660713925,6.717003094,NaN,5.957784099,5.032115083,4.813432929,2.744655089,0,0,0,1,0,0,0,0
737967.8333,101.4,82.8,80.7,NaN,71.4,59.8,58.7,31.3,13.8,13.4,11.5,NaN,12.1,11,11.2,10.2,258.3685298,212.6954036,215.6275686,NaN,188.3926072,161.4850871,157.8425398,85.9855085,8.074521215,6.64714681,6.738782691,NaN,5.887636951,5.046724391,4.932887674,2.687215092,0,0,0,1,0,0,0,0
737967.8438,100.9,82.9,79.1,NaN,71.1,60.2,59.1,31.8,13.8,13.4,11.5,NaN,12.2,11.1,11.4,10.1,257.0945233,212.9522821,211.3524247,NaN,187.2105052,162.2199411,158.2468034,87.54816484,8.034706021,6.655174765,6.605176095,NaN,5.850693956,5.069690016,4.945521701,2.736051154,0,0,0,1,0,0,0,0
737967.8542,100.8,83.6,77.5,NaN,70.8,59.4,57.4,31.5,13.8,13.4,11.5,NaN,12,11.1,11.3,10.2,256.839722,214.7504317,207.0772808,NaN,187.1998895,160.0641944,154.0202269,86.53493667,8.026742982,6.711370451,6.471569499,NaN,5.850362194,5.002318721,4.813432929,2.704385795,0,0,0,1,0,0,0,0
737967.8646,100.9,82.3,78.8,NaN,70.3,59.6,56.9,31.7,13.8,13.4,11.4,NaN,12.2,11,11.3,10.1,257.0945233,211.4110111,210.9957379,NaN,185.1040579,160.9450032,152.6785872,87.27285615,8.034706021,6.607007035,6.594028935,NaN,5.784863363,5.029845714,4.77150407,2.72744722,0,0,0,1,0,0,0,0
737967.875,101.4,82.5,79.7,NaN,71.9,60.2,58.5,32.1,13.8,13.4,11.5,NaN,12,11.1,11.3,10,258.3685298,211.9247681,212.9556036,NaN,190.1083623,162.2199411,156.971834,88.5657299,8.074521215,6.623062945,6.655278569,NaN,5.941257652,5.069690016,4.905676417,2.76785205,0,0,0,1,0,0,0,0
737967.8854,100.6,81,78.7,NaN,70.1,60,57.5,32.4,13.8,13.3,11.5,NaN,12.1,11.1,11.2,10.2,256.3301193,208.4962737,210.2836387,NaN,184.9624897,161.6810045,154.6157758,89.00736344,8.010816905,6.515915796,6.571774446,NaN,5.780439079,5.052847193,4.832044996,2.781653961,0,0,0,1,0,0,0,0
737967.8958,101.5,79.4,77.5,NaN,70.9,60.8,58.8,33.4,13.6,13.2,11.4,NaN,12,11.1,11.4,10.2,259.673468,204.7957283,207.5148437,NaN,187.4642961,163.8367512,157.4435201,91.75450428,8.11530308,6.400266525,6.485244194,NaN,5.858625417,5.120218488,4.92041753,2.867507478,0,0,0,1,0,0,0,0
737967.9063,101.9,79.4,77.8,NaN,70,61.1,59.4,34.3,13.7,13.2,11.6,NaN,12,11.1,11.4,10.3,260.1686654,204.7957283,207.4413436,NaN,185.0846365,164.6451562,159.0500867,94.02379744,8.130778968,6.400266525,6.482947171,NaN,5.784256406,5.145482724,4.970625872,2.938427322,0,0,0,1,0,0,0,0
737967.9167,101.9,79.4,77.6,NaN,69.6,61.4,58.4,33.6,13.8,13.3,11.6,NaN,12.1,11.1,11.3,10.2,259.6425364,204.3778287,206.9080753,NaN,183.6432137,165.4535612,156.7035061,92.30393245,8.114336408,6.387206349,6.466281497,NaN,5.739209129,5.17074696,4.897290645,2.884678181,0,0,0,1,0,0,0,0
737967.9271,101.2,79.5,79.3,NaN,69.9,60.5,57.8,33.1,13.7,13.3,11.5,NaN,12,11.1,11.4,10.2,258.381442,204.6352315,211.8868177,NaN,184.8202299,163.0283462,154.7659092,90.93036203,8.074924745,6.395250689,6.62187692,NaN,5.775993183,5.094954252,4.83673696,2.841751423,0,0,0,1,0,0,0,0
737967.9375,100.9,79.5,77.2,NaN,69.9,60.4,58.6,32.7,13.8,13.3,11.5,NaN,12,11.1,11.3,10.3,257.0945233,204.6352315,206.2756914,NaN,184.8202299,162.7588778,157.2401619,89.6378477,8.034706021,6.395250689,6.446518262,NaN,5.775993183,5.08653284,4.914062188,2.801357826,0,0,0,1,0,0,0,0
737967.9479,100.6,79.6,77.9,NaN,70.5,60.2,58.4,33,13.8,13.3,11.4,NaN,12.2,11.1,11.4,10.2,256.3301193,204.8926344,208.5858881,NaN,185.6306697,162.2199411,156.3724758,90.65564794,8.010816905,6.40329503,6.518716422,NaN,5.801321011,5.069690016,4.886945302,2.833166071,0,0,0,1,0,0,0,0
737967.9583,100.9,79.6,77.6,NaN,70.5,60.2,58.9,33.3,13.7,13.3,11.6,NaN,12.2,11.1,11.4,10.2,257.6154891,204.8926344,206.9080753,NaN,185.6306697,162.2199411,157.7112812,91.4797902,8.050987221,6.40329503,6.466281497,NaN,5.801321011,5.069690016,4.928785587,2.858922126,0,0,0,1,0,0,0,0
737967.9688,101.7,78,79,NaN,69.3,60.2,58.4,33.6,13.9,13.2,11.4,NaN,12,11.1,11.4,10.2,258.6098401,201.1847205,211.53126,NaN,183.2337901,162.2199411,156.3724758,92.30393245,8.082062632,6.287415478,6.610765049,NaN,5.726413842,5.069690016,4.886945302,2.884678181,0,0,0,1,0,0,0,0
737967.9792,101,77.9,78.1,NaN,70.2,61,59.2,34.6,13.9,13.2,11.5,NaN,12,11.1,11.4,10.2,256.8298314,200.9267913,208.6804598,NaN,185.6134497,164.3756879,158.5145645,95.0510733,8.026433882,6.279354689,6.521671973,NaN,5.800782853,5.137061312,4.953889758,2.970531699,0,0,0,1,0,0,0,0
737967.9896,100.7,77.7,78.1,NaN,69.2,61.1,58,35,13.9,13.1,11.4,NaN,11.9,11.1,11.3,10.3,256.0669705,200.8214642,209.1214102,NaN,183.3524724,164.6451562,155.6301944,95.94265045,8.00259299,6.276063012,6.535452536,NaN,5.730122897,5.145482724,4.863747559,2.998395226,0,0,0,1,0,0,0,0
737968,100.9,78.1,78.1,NaN,69.6,60.6,58,34.4,13.8,13.2,11.5,NaN,12,11.1,11.3,10.3,257.0945233,201.4426496,208.6804598,NaN,184.02701,163.2978145,155.6301944,94.2979193,8.034706021,6.295476267,6.521671973,NaN,5.751203513,5.103375664,4.863747559,2.946994165,0,0,0,1,0,0,0,0
737968.0104,101,78,78.5,NaN,69.5,60.7,58.1,34.9,13.9,13.2,11.4,NaN,12.1,11.1,11.5,10.3,256.8298314,201.1847205,210.1924546,NaN,183.3793585,163.5672829,155.2411615,95.66852859,8.026433882,6.287415478,6.568924764,NaN,5.730963139,5.111797076,4.851589521,2.989828383,0,0,0,1,0,0,0,0
737968.0208,101,77.8,78.2,NaN,69.1,61.1,57.9,34.5,13.8,13.2,11.5,NaN,12.2,11.1,11.3,10.4,257.3493246,200.6688622,208.9476563,NaN,181.9443869,164.6451562,155.3618665,94.36854102,8.04266906,6.2712939,6.530022385,NaN,5.686117473,5.145482724,4.855361787,2.949201232,0,0,0,1,0,0,0,0
737968.0313,100.4,78.5,78.3,NaN,70,60.5,57.7,33.5,13.9,13.2,11.6,NaN,12,11.1,11.3,10.3,255.3041096,202.4743661,208.7745142,NaN,185.0846365,163.0283462,154.8252106,91.83082257,7.978752097,6.327719423,6.524611356,NaN,5.784256406,5.094954252,4.838590244,2.869892574,0,0,0,1,0,0,0,0
737968.0417,101.2,78.9,80.2,NaN,69.6,60.9,59.2,33.9,13.8,13.2,11.5,NaN,11.9,11.1,11.6,10.3,257.8589272,203.5060826,214.2915861,NaN,184.4123133,164.1062195,157.8473977,92.92731001,8.058595137,6.35996258,6.69703063,NaN,5.763244994,5.1286399,4.933039492,2.904159948,0,0,0,1,0,0,0,0
737968.0521,101.1,77.2,76.8,NaN,69.1,61.2,58.1,34.6,13.8,13.1,11.4,NaN,11.9,11.1,11.3,10.3,257.6041259,199.5291768,205.6405161,NaN,183.0875122,164.9146246,155.8985223,94.84616301,8.050632099,6.235676506,6.426667795,NaN,5.721842372,5.153904136,4.87213333,2.964127852,0,0,0,1,0,0,0,0
737968.0625,101,77.6,77.7,NaN,68.8,61.4,58.5,34.7,13.8,13.1,11.3,NaN,12,11,11.3,10.3,257.3493246,200.5630068,208.4907949,NaN,181.911757,165.8057583,156.971834,95.12028487,8.04266906,6.26798571,6.515744574,NaN,5.685097725,5.181753806,4.905676417,2.972694696,0,0,0,1,0,0,0,0
737968.0729,101.2,76.8,79.1,NaN,70.1,60.8,58.9,35.3,13.8,13,11.4,NaN,12,11,11.4,10.4,257.8589272,198.9026919,211.7990211,NaN,185.3490431,164.1855066,157.7112812,96.55679704,8.058595137,6.216097628,6.619133106,NaN,5.79251963,5.131117776,4.928785587,3.017588507,0,0,0,1,0,0,0,0
737968.0833,101.3,77.7,78,NaN,70.2,62.2,58.6,35.8,13.7,13.1,11.4,NaN,11.8,11,11.2,10.4,258.6367596,200.8214642,208.8536492,NaN,186.3922277,167.9660939,157.5736428,97.92445706,8.08290392,6.276063012,6.527084479,NaN,5.825121185,5.249268514,4.924484118,3.060330554,0,0,0,1,0,0,0,0
737968.0938,101.1,78.1,77.7,NaN,70.4,60.9,57.7,35,13.8,13.1,11.4,NaN,12.1,11.1,11.4,10.3,257.6041259,201.8552942,208.0503659,NaN,185.7540552,164.1062195,154.4981482,95.94265045,8.050632099,6.308372216,6.501980308,NaN,5.80517705,5.1286399,4.828368903,2.998395226,0,0,0,1,0,0,0,0
737968.1042,100.7,77.8,78.7,NaN,70.1,60.8,58.1,34.4,13.8,13.1,11.4,NaN,11.9,11.1,11.4,10.3,256.5849206,201.0799217,210.7279768,NaN,185.7371144,163.8367512,155.5691925,94.2979193,8.018779944,6.284140313,6.585660878,NaN,5.804647616,5.120218488,4.861841131,2.946994165,0,0,0,1,0,0,0,0
737968.1146,100.7,78.1,76.5,NaN,69.4,61.1,57.2,34.4,13.8,13.1,11.3,NaN,11.9,11.1,11.4,10.2,256.5849206,201.8552942,205.2708598,NaN,183.8823929,164.6451562,153.1593427,94.50164513,8.018779944,6.308372216,6.415115314,NaN,5.746683945,5.145482724,4.786528618,2.953360995,0,0,0,1,0,0,0,0
737968.125,100.9,77.6,78.2,NaN,68.8,60.8,57.4,34.2,13.7,13.1,11.4,NaN,11.9,11,11.3,10.3,257.6154891,200.5630068,209.3891713,NaN,182.2926316,164.1855066,154.0202269,93.74967558,8.050987221,6.26798571,6.543820593,NaN,5.697000799,5.131117776,4.813432929,2.929860478,0,0,0,1,0,0,0,0
737968.1354,101.3,77.4,77.9,NaN,69.9,60.8,57.7,34.4,13.7,13,11.4,NaN,11.8,11,11.2,10.4,258.6367596,200.4566192,208.5858881,NaN,185.5956797,164.1855066,155.1535698,94.09500901,8.08290392,6.264660891,6.518716422,NaN,5.800227504,5.131117776,4.848852109,2.940652823,0,0,0,1,0,0,0,0
737968.1458,101.2,77.7,76.6,NaN,69.2,61.2,58,35,13.7,12.9,11.3,NaN,11.9,11,11.2,10.2,258.381442,201.6472972,205.5391877,NaN,183.3524724,165.2656744,155.9602608,96.14992964,8.074924745,6.301871906,6.423501086,NaN,5.730122897,5.164875129,4.874062779,3.004873106,0,0,0,1,0,0,0,0
737968.1563,101.3,77.8,76.8,NaN,71.1,62.3,59.2,36,13.7,12.9,11.3,NaN,11.9,11,11.1,10.2,258.6367596,201.9068176,206.0758436,NaN,188.3867166,168.2361359,159.5252577,98.89707048,8.08290392,6.309982423,6.440272629,NaN,5.887452861,5.257707852,4.985475897,3.090726623,0,0,0,1,0,0,0,0
737968.1667,101.1,78,79.1,NaN,69.7,62.1,57.9,34.8,13.7,13,11.3,NaN,11.8,11,11.3,10.1,258.1261244,202.0105465,212.2473858,NaN,185.0646477,167.696052,155.3618665,95.80742567,8.066945571,6.313224154,6.633145377,NaN,5.783631718,5.240829176,4.855361787,2.994169188,0,0,0,1,0,0,0,0
737968.1771,100.7,77.7,78,NaN,70.6,61.1,57.9,34.3,13.8,13,11.2,NaN,11.9,11,11.2,10.2,256.5849206,201.2335828,209.7396611,NaN,187.0619155,164.9956324,155.6913638,94.22693104,8.018779944,6.288942523,6.554774082,NaN,5.846050238,5.156435791,4.865659222,2.944775644,0,0,0,1,0,0,0,0
737968.1875,100.8,78.4,78.3,NaN,69.4,61.5,59.2,34.2,13.6,13,11.3,NaN,11.8,11,11.3,10.2,257.8826165,203.046498,210.1007624,NaN,184.2680997,166.0758002,158.8501294,93.95221696,8.059335473,6.345599662,6.566059204,NaN,5.758738037,5.190193145,4.964376818,2.936190292,0,0,0,1,0,0,0,0
737968.1979,101,78.3,77.7,NaN,70.1,60.8,57.4,33.7,13.6,13,11.4,NaN,11.8,11,11.2,10,258.3942883,202.7875101,208.0503659,NaN,186.1267117,164.1855066,154.3468788,92.98022111,8.075326218,6.337505785,6.501980308,NaN,5.816823291,5.131117776,4.82364144,2.905813523,0,0,0,1,0,0,0,0
737968.2083,100.6,78.3,77.2,NaN,68.6,61,58.2,34,13.6,13,11.4,NaN,12,10.9,11.2,10.1,257.3709446,202.7875101,206.7115604,NaN,181.3829438,165.0768861,156.4980548,93.60495612,8.043344728,6.337505785,6.460140023,NaN,5.668571278,5.158975127,4.890869892,2.925337712,0,0,0,1,0,0,0,0
737968.2188,100.7,77.9,77.8,NaN,70.7,60.9,57.4,34.9,13.6,12.9,11.1,NaN,12,10.9,11.2,10.1,257.6267805,202.1663379,209.6463691,NaN,186.9354829,164.8062683,154.3468788,96.08273437,8.0513401,6.31809294,6.551858526,NaN,5.84209897,5.15051779,4.82364144,3.002773122,0,0,0,1,0,0,0,0
737968.2292,100.6,78.2,77.5,NaN,70.6,61.5,58.3,34.6,13.6,12.9,11.3,NaN,11.7,10.9,11.2,9.8,257.3709446,202.9448989,207.954139,NaN,187.8482128,166.4299753,156.7669518,95.87900603,8.043344728,6.342424492,6.498973031,NaN,5.870623563,5.201261808,4.899273448,2.996406214,0,0,0,1,0,0,0,0
737968.2396,100.1,78.6,76.5,NaN,70.3,61.5,58,34.3,13.5,12.9,11.2,NaN,11.9,10.8,10.9,10,256.6125739,203.9829802,205.7062061,NaN,186.2670349,166.7855624,156.9583507,94.63565532,8.019644161,6.374866561,6.428720734,NaN,5.821208665,5.212374597,4.905255038,2.957549075,0,0,0,1,0,0,0,0
737968.25,100.6,78.8,75.9,NaN,69.2,61.1,58.2,33.6,13.6,12.9,11.3,NaN,12,10.8,11,9.9,257.3709446,204.5020209,203.6608923,NaN,182.9693835,165.7007782,157.1644158,92.90571901,8.043344728,6.391087596,6.364800684,NaN,5.718150619,5.178472974,4.911694976,2.903485187,0,0,0,1,0,0,0,0
737968.2604,101.2,79.1,77,NaN,69.3,61.6,58.5,33.8,13.6,12.9,11,NaN,12,10.8,11,10,258.9059602,205.2805819,207.9323027,NaN,183.2337901,167.0567584,157.9745417,93.25612681,8.091316963,6.415419147,6.498290604,NaN,5.726413842,5.220850003,4.937012991,2.914436115,0,0,0,1,0,0,0,0
