// Site Name:	SWC
// Sensor:	SAT333
// QF follow QARTOD. 1 = pass, 2 = not evaluated, 3 = Suspect, 4 = Fail

Date_UTC,Time_UTC,Depth,Temperature,pH_int,pH_extT,pH_extF,OxyUM,OxymgL,Sal,QC
03/05/2018,10:30:00,30,11.40,7.77,7.79,7.85,192.89,6.03,33.44,1
03/05/2018,10:45:00,30,11.41,7.77,7.79,7.85,193.19,6.04,33.44,1
03/05/2018,11:00:00,30,11.42,7.76,7.78,7.85,192.73,6.02,33.45,1
03/05/2018,11:15:00,30,11.42,7.76,7.79,7.85,192.30,6.01,33.44,1
03/05/2018,11:30:00,30,11.42,7.77,7.79,7.86,193.09,6.03,33.45,1
03/05/2018,11:45:00,30,11.42,7.76,7.79,7.85,192.75,6.02,33.45,1
03/05/2018,12:00:00,30,11.41,7.77,7.79,7.85,192.55,6.02,33.45,1
03/05/2018,12:15:00,30,11.41,7.77, NaN, NaN,   NaN, NaN,  NaN,1
03/05/2018,12:30:00,30,11.40,7.75, NaN, NaN,   NaN, NaN,  NaN,1
03/05/2018,12:45:00,30,11.34,7.74, NaN, NaN,   NaN, NaN,  NaN,1
03/05/2018,13:00:00,30,11.30,7.75,7.77,7.83,180.29,5.63,33.49,1
03/05/2018,13:15:00,30,11.29,7.75,7.77,7.84,180.94,5.65,33.50,1
03/05/2018,13:30:00,30,11.26,7.75,7.76,7.83,179.22,5.60,33.51,1
03/05/2018,13:45:00,30,11.23,7.75,7.76,7.83,177.48,5.55,33.52,1
03/05/2018,14:00:00,30,11.21,7.75,7.77,7.83,176.87,5.53,33.51,1
03/05/2018,14:15:00,30,11.24,7.76, NaN, NaN,   NaN, NaN,  NaN,1
03/05/2018,14:30:00,30,11.31,7.77, NaN, NaN,   NaN, NaN,  NaN,1
03/05/2018,14:45:00,30,11.35,7.78, NaN, NaN,   NaN, NaN,  NaN,1
03/05/2018,15:00:00,30,11.37,7.79,7.80,7.86,194.02,6.06,33.46,1
03/05/2018,15:15:00,30,11.40,7.79,7.80,7.87,196.53,6.14,33.42,1
03/05/2018,15:30:00,30,11.43,7.79,7.81,7.87,198.46,6.20,33.45,1
03/05/2018,15:45:00,30,11.45,7.80,7.81,7.88,199.65,6.24,33.45,1
03/05/2018,16:00:00,30,11.46,7.80,7.81,7.88,200.62,6.27,33.44,1
03/05/2018,16:15:00,30,11.47,7.80,7.81,7.88,200.29,6.26,33.44,1
03/05/2018,16:30:00,30,11.46,7.80,7.81,7.88,199.96,6.25,33.45,1
03/05/2018,16:45:00,30,11.46,7.80,7.81,7.88,199.55,6.24,33.45,1
03/05/2018,17:00:00,30,11.45,7.80,7.81,7.87,198.37,6.20,33.46,1
03/05/2018,17:15:00,30,11.45,7.80,7.81,7.87,197.95,6.19,33.45,1
03/05/2018,17:30:00,30,11.44,7.79,7.80,7.87,197.66,6.18,33.46,1
03/05/2018,17:45:00,30,11.43,7.79,7.80,7.87,195.88,6.12,33.46,1
03/05/2018,18:00:00,30,11.42,7.79,7.80,7.87,195.00,6.09,33.46,1
03/05/2018,18:15:00,30,11.42,7.79,7.80,7.86,194.95,6.09,33.46,1
03/05/2018,18:30:00,30,11.42,7.78,7.79,7.86,193.68,6.05,33.46,1
03/05/2018,18:45:00,30,11.42,7.79,7.80,7.86,193.71,6.05,33.45,1
03/05/2018,19:00:00,30,11.43,7.79,7.80,7.86,195.13,6.10,33.45,1
03/05/2018,19:15:00,30,11.44,7.79,7.80,7.87,195.90,6.12,33.45,1
03/05/2018,19:30:00,30,11.46,7.80,7.81,7.87,197.25,6.16,33.44,1
03/05/2018,19:45:00,30,11.47,7.80,7.80,7.87,197.39,6.17,33.44,1
03/05/2018,20:00:00,30,11.49,7.80,7.80,7.87,197.22,6.16,33.44,1
03/05/2018,20:15:00,30,11.49,7.80,7.80,7.87,198.97,6.22,33.44,1
03/05/2018,20:30:00,30,11.52,7.80,7.81,7.88,200.23,6.26,33.43,1
03/05/2018,20:45:00,30,11.52,7.80,7.81,7.87,201.55,6.30,33.43,1
03/05/2018,21:00:00,30,11.51,7.80,7.80,7.87,199.97,6.25,33.43,1
03/05/2018,21:15:00,30,11.50,7.79,7.80,7.86,197.93,6.19,33.44,1
03/05/2018,21:30:00,30,11.50,7.79,7.80,7.87,196.66,6.15,33.44,1
03/05/2018,21:45:00,30,11.49,7.79,7.80,7.86,195.85,6.12,33.44,1
03/05/2018,22:00:00,30,11.49,7.79,7.80,7.86,195.37,6.11,33.44,1
03/05/2018,22:15:00,30,11.49,7.79,7.80,7.86,196.06,6.13,33.44,1
03/05/2018,22:30:00,30,11.49,7.79,7.79,7.86,195.77,6.12,33.44,1
03/05/2018,22:45:00,30,11.49,7.79,7.80,7.86,195.88,6.12,33.44,1
03/05/2018,23:00:00,30,11.48,7.79,7.80,7.86,195.97,6.12,33.44,1
03/05/2018,23:15:00,30,11.46,7.79,7.80,7.86,195.00,6.09,33.45,1
03/05/2018,23:30:00,30,11.44,7.79,7.79,7.86,194.38,6.07,33.45,1
03/05/2018,23:45:00,30,11.42,7.78,7.79,7.86,193.25,6.04,33.46,1
03/06/2018,00:00:00,30,11.41,7.78,7.79,7.86,192.67,6.02,33.45,1
03/06/2018,00:15:00,30,11.41,7.78,7.79,7.86,192.34,6.01,33.45,1
03/06/2018,00:30:00,30,11.41,7.78,7.79,7.86,192.29,6.01,33.46,1
03/06/2018,00:45:00,30,11.40,7.78,7.79,7.86,191.95,6.00,33.46,1
03/06/2018,01:00:00,30,11.40,7.78,7.79,7.86,191.95,6.00,33.46,1
03/06/2018,01:15:00,30,11.39,7.78,7.79,7.86,191.75,5.99,33.46,1
03/06/2018,01:30:00,30,11.39,7.78,7.79,7.85,191.59,5.99,33.46,1
03/06/2018,01:45:00,30,11.38,7.78,7.79,7.85,190.81,5.96,33.46,1
03/06/2018,02:00:00,30,11.39,7.78,7.79,7.85,190.53,5.95,33.46,1
03/06/2018,02:15:00,30,11.38,7.78,7.78,7.85,189.76,5.93,33.46,1
03/06/2018,02:30:00,30,11.35,7.77,7.78,7.85,187.18,5.85,33.47,1
03/06/2018,02:45:00,30,11.33,7.77,7.78,7.84,184.92,5.78,33.48,1
03/06/2018,03:00:00,30,11.33,7.77,7.77,7.84,183.57,5.74,33.48,1
03/06/2018,03:15:00,30,11.30,7.76,7.77,7.84,182.72,5.71,33.49,1
03/06/2018,03:30:00,30,11.29,7.76,7.77,7.83,180.36,5.64,33.49,1
03/06/2018,03:45:00,30,11.32,7.77,7.78,7.84,181.91,5.68,33.48,1
03/06/2018,04:00:00,30,11.32,7.77,7.78,7.84,184.46,5.76,33.48,1
03/06/2018,04:15:00,30,11.37,7.79,7.79,7.86,188.25,5.88,33.45,1
03/06/2018,04:30:00,30,11.38,7.78, NaN, NaN,   NaN, NaN,  NaN,1
