// Site Name:	SWC
// Sensor:	SAT333
// QF follow QARTOD. 1 = pass, 2 = not evaluated, 3 = Suspect, 4 = Fail

Date_UTC,Time_UTC,Depth,Temperature,pH_int,pH_extT,pH_extF,OxyUM,OxymgL,Sal,QC
10/05/2018,11:17:00,30,15.50,7.99,7.99,8.07,199.15,6.22,33.46,1
10/05/2018,11:32:00,30,15.57,7.99,7.99,8.07,201.70,6.30,33.46,1
10/05/2018,11:47:00,30,15.58,7.99,7.99,8.07,201.35,6.29,33.46,1
10/05/2018,12:02:00,30,15.56,7.99,7.99,8.07,200.80,6.28,33.45,1
10/05/2018,12:17:00,30,15.44,7.98,7.99,8.06,198.96,6.22,33.45,1
10/05/2018,12:32:00,30,15.31,7.98,7.98,8.06,197.19,6.16,33.45,1
10/05/2018,12:47:00,30,15.21,7.98,7.98,8.06,195.81,6.12,33.46,1
10/05/2018,13:02:00,30,15.11,7.98,7.98,8.06,194.61,6.08,33.46,1
10/05/2018,13:17:00,30,15.00,7.98,7.99,8.06,194.59,6.08,33.46,1
10/05/2018,13:32:00,30,14.89,7.99,7.99,8.06,194.42,6.08,33.46,1
10/05/2018,13:47:00,30,14.75,7.98,7.98,8.06,193.29,6.04,33.46,1
10/05/2018,14:02:00,30,14.62,7.97,7.98,8.05,191.97,6.00,33.46,1
10/05/2018,14:17:00,30,14.47,7.97,7.97,8.04,189.33,5.92,33.46,1
10/05/2018,14:32:00,30,14.35,7.96,7.97,8.04,187.04,5.85,33.46,1
10/05/2018,14:47:00,30,14.34,7.97,7.97,8.05,187.00,5.84,33.46,1
10/05/2018,15:02:00,30,14.34,7.97,7.98,8.05,187.11,5.85,33.46,1
10/05/2018,15:17:00,30,14.37,7.97,7.98,8.05,188.28,5.88,33.46,1
10/05/2018,15:32:00,30,14.40,7.98,7.98,8.06,189.40,5.92,33.46,1
10/05/2018,15:47:00,30,14.46,7.98,7.99,8.06,190.23,5.94,33.46,1
10/05/2018,16:02:00,30,14.51,7.98,7.99,8.06,190.88,5.97,33.45,1
10/05/2018,16:17:00,30,14.48,7.98,7.98,8.06,190.44,5.95,33.46,1
10/05/2018,16:32:00,30,14.44,7.97,7.98,8.05,189.63,5.93,33.46,1
10/05/2018,16:47:00,30,14.26,7.96,7.96,8.04,186.43,5.83,33.46,1
10/05/2018,17:02:00,30,14.10,7.95,7.95,8.03,183.47,5.73,33.46,1
10/05/2018,17:17:00,30,14.04,7.95,7.95,8.03,181.97,5.69,33.46,1
10/05/2018,17:32:00,30,13.99,7.95,7.96,8.03,180.73,5.65,33.46,1
10/05/2018,17:47:00,30,13.99,7.95,7.96,8.03,181.08,5.66,33.46,1
