// Site Name:	SWC
// Sensor:	SAT333
// QF follow QARTOD. 1 = pass, 2 = not evaluated, 3 = Suspect, 4 = Fail

Date_UTC,Time_UTC,Depth,Temperature,pH_int,pH_extT,pH_extF,OxyUM,OxymgL,Sal,QC
12/09/2017,14:15:00,30,15.46,7.72,7.72,7.79,207.22,6.48,33.34,3
12/09/2017,14:30:00,30,15.70,7.69,7.69,7.77,208.67,6.52,33.34,3
12/09/2017,14:45:00,30,15.27,7.76,7.76,7.83,207.02,6.47,33.35,1
12/09/2017,15:00:00,30,15.13,7.75, NaN, NaN,   NaN, NaN,  NaN,1
12/09/2017,15:15:00,30,14.95,7.75, NaN, NaN,   NaN, NaN,  NaN,1
12/09/2017,15:30:00,30,14.82,7.76, NaN, NaN,   NaN, NaN,  NaN,1
12/09/2017,15:45:00,30,14.73,7.76,7.76,7.83,198.65,6.21,33.35,1
12/09/2017,16:00:00,30,14.69,7.76,7.76,7.84,197.74,6.18,33.35,1
12/09/2017,16:15:00,30,14.65,7.76,7.77,7.84,198.21,6.19,33.35,1
12/09/2017,16:30:00,30,14.63,7.76,7.77,7.84,198.08,6.19,33.35,1
12/09/2017,16:45:00,30,14.62,7.76,7.77,7.84,197.74,6.18,33.35,1
12/09/2017,17:00:00,30,14.61,7.76,7.77,7.84,197.64,6.18,33.35,1
12/09/2017,17:15:00,30,14.61,7.77,7.77,7.85,197.79,6.18,33.35,1
12/09/2017,17:30:00,30,14.60,7.77,7.78,7.85,198.58,6.21,33.35,1
12/09/2017,17:45:00,30,14.60,7.77,7.78,7.85,198.32,6.20,33.35,1
12/09/2017,18:00:00,30,14.60,7.78,7.78,7.86,197.74,6.18,33.35,1
12/09/2017,18:15:00,30,14.60,7.77,7.77,7.85,197.13,6.16,33.35,1
12/09/2017,18:30:00,30,14.60,7.77,7.78,7.85,197.10,6.16,33.35,1
12/09/2017,18:45:00,30,14.59,7.77,7.77,7.85,197.71,6.18,33.35,1
12/09/2017,19:00:00,30,14.59,7.76,7.77,7.84,197.86,6.18,33.35,1
12/09/2017,19:15:00,30,14.59,7.75,7.75,7.83,197.53,6.17,33.35,1
12/09/2017,19:30:00,30,14.59,7.75,7.75,7.82,197.10,6.16,33.35,1
12/09/2017,19:45:00,30,14.59,7.74,7.74,7.81,195.34,6.10,33.35,1
