// Site Name:	SWC
// Sensor:	SAT333
// QF follow QARTOD. 1 = pass, 2 = not evaluated, 3 = Suspect, 4 = Fail

Date_UTC,Time_UTC,Depth,Temperature,pH_int,pH_extT,pH_extF,OxyUM,OxymgL,Sal,QC
10/06/2017,14:30:00,30,11.45,7.70,7.72,7.78,141.64,4.43,33.48,1
10/06/2017,14:45:00,30,11.44,7.69,7.71,7.78,141.69,4.43,33.48,1
10/06/2017,15:00:00,30,11.43,7.70, NaN, NaN,   NaN, NaN,  NaN,1
10/06/2017,15:15:00,30,11.43,7.70, NaN, NaN,   NaN, NaN,  NaN,1
10/06/2017,15:30:00,30,11.43,7.70,7.71,7.78,141.78,4.43,33.48,1
10/06/2017,15:45:00,30,11.43,7.70,7.71,7.78,141.71,4.43,33.48,1
10/06/2017,16:00:00,30,11.42,7.70,7.71,7.78,141.68,4.43,33.48,1
10/06/2017,16:15:00,30,11.42,7.70,7.72,7.78,141.55,4.42,33.48,1
10/06/2017,16:30:00,30,11.42,7.70,7.71,7.78,141.55,4.42,33.48,1
10/06/2017,16:45:00,30,11.43,7.70,7.71,7.78,141.48,4.42,33.48,1
10/06/2017,17:00:00,30,11.43,7.70,7.71,7.78,141.56,4.42,33.48,1
10/06/2017,17:15:00,30,11.43,7.70,7.71,7.78,141.68,4.43,33.48,1
10/06/2017,17:30:00,30,11.44,7.70,7.71,7.78,142.19,4.44,33.48,1
10/06/2017,17:45:00,30,11.44,7.69,7.71,7.78,141.89,4.43,33.48,1
10/06/2017,18:00:00,30,11.44,7.69,7.71,7.78,141.31,4.42,33.48,1
10/06/2017,18:15:00,30,11.47,7.70,7.72,7.79,142.61,4.46,33.48,1
10/06/2017,18:30:00,30,11.50,7.71,7.73,7.79,146.56,4.58,33.48,1
10/06/2017,18:45:00,30,11.59,7.73,7.74,7.81,154.60,4.83,33.49,1
10/06/2017,19:00:00,30,11.62,7.73,7.75,7.82,157.92,4.94,33.47,1
10/06/2017,19:15:00,30,11.63,7.73,7.75,7.82,158.12,4.94,33.48,1
10/06/2017,19:30:00,30,11.65,7.73,7.75,7.82,158.48,4.95,33.48,1
10/06/2017,19:45:00,30,11.66,7.73,7.75,7.82,160.68,5.02,33.48,1
10/06/2017,20:00:00,30,11.68,7.73,7.75,7.82,159.75,4.99,33.48,1
10/06/2017,20:15:00,30,11.70,7.74,7.76,7.83,162.04,5.06,33.47,1
10/06/2017,20:30:00,30,11.72,7.74,7.76,7.83,165.29,5.17,33.47,1
10/06/2017,20:45:00,30,11.74,7.74,7.76,7.83,166.25,5.20,33.47,1
10/06/2017,21:00:00,30,11.76,7.74,7.76,7.83,166.13,5.19,33.48,1
10/06/2017,21:15:00,30,11.78,7.75,7.76,7.83,166.97,5.22,33.47,1
10/06/2017,21:30:00,30,11.80,7.74,7.76,7.83,167.51,5.23,33.48,1
10/06/2017,21:45:00,30,11.81,7.74,7.76,7.83,168.23,5.26,33.47,1
10/06/2017,22:00:00,30,11.83,7.74,7.76,7.83,168.16,5.26,33.47,1
10/06/2017,22:15:00,30,11.86,7.74,7.76,7.83,167.96,5.25,33.47,1
10/06/2017,22:30:00,30,11.86,7.74,7.76,7.82,167.38,5.23,33.47,1
10/06/2017,22:45:00,30,11.86,7.74,7.76,7.83,167.13,5.22,33.47,1
10/06/2017,23:00:00,30,11.87,7.74,7.76,7.83,167.26,5.23,33.47,1
10/06/2017,23:15:00,30,11.86,7.74,7.76,7.82,166.72,5.21,33.47,1
10/06/2017,23:30:00,30,11.86,7.74,7.76,7.82,165.99,5.19,33.47,1
10/06/2017,23:45:00,30,11.86,7.74,7.75,7.82,165.30,5.17,33.47,1
10/07/2017,00:00:00,30,11.85,7.73,7.75,7.82,164.29,5.13,33.47,1
10/07/2017,00:15:00,30,11.85,7.73,7.75,7.82,163.60,5.11,33.47,1
10/07/2017,00:30:00,30,11.84,7.73,7.75,7.82,163.27,5.10,33.47,1
10/07/2017,00:45:00,30,11.84,7.73,7.75,7.81,162.94,5.09,33.47,1
10/07/2017,01:00:00,30,11.84,7.73,7.75,7.81,162.18,5.07,33.47,1
10/07/2017,01:15:00,30,11.83,7.72,7.74,7.81,161.60,5.05,33.47,1
10/07/2017,01:30:00,30,11.82,7.72,7.74,7.81,161.26,5.04,33.47,1
10/07/2017,01:45:00,30,11.81,7.72,7.74,7.81,160.45,5.01,33.47,1
10/07/2017,02:00:00,30,11.78,7.73,7.75,7.81,160.24,5.01,33.47,1
10/07/2017,02:15:00,30,11.77,7.73,7.75,7.81,160.24,5.01,33.47,1
10/07/2017,02:30:00,30,11.75,7.72,7.74,7.81,159.42,4.98,33.47,1
10/07/2017,02:45:00,30,11.72,7.72,7.74,7.81,158.27,4.95,33.47,1
10/07/2017,03:00:00,30,11.69,7.72,7.73,7.80,156.06,4.88,33.48,1
10/07/2017,03:15:00,30,11.68,7.72,7.73,7.80,154.48,4.83,33.48,1
10/07/2017,03:30:00,30,11.67,7.71,7.73,7.80,153.57,4.80,33.48,1
10/07/2017,03:45:00,30,11.67,7.71,7.73,7.80,153.27,4.79,33.47,1
10/07/2017,04:00:00,30,11.67,7.71,7.73,7.80,153.06,4.78,33.48,1
10/07/2017,04:15:00,30,11.67,7.71,7.73,7.80,153.17,4.79,33.47,1
10/07/2017,04:30:00,30,11.67,7.71,7.73,7.79,152.38,4.76,33.48,1
10/07/2017,04:45:00,30,11.68,7.71,7.73,7.79,152.31,4.76,33.47,1
10/07/2017,05:00:00,30,11.68,7.71,7.73,7.79,152.54,4.77,33.47,1
10/07/2017,05:15:00,30,11.68,7.71,7.73,7.79,152.23,4.76,33.47,1
10/07/2017,05:30:00,30,11.68,7.71,7.73,7.79,152.49,4.77,33.47,1
10/07/2017,05:45:00,30,11.67,7.70,7.72,7.79,152.10,4.75,33.48,1
10/07/2017,06:00:00,30,11.66,7.70,7.72,7.79,150.40,4.70,33.48,1
10/07/2017,06:15:00,30,11.65,7.70,7.72,7.79,149.90,4.68,33.48,1
10/07/2017,06:30:00,30,11.64,7.70,7.72,7.78,149.13,4.66,33.48,1
10/07/2017,06:45:00,30,11.63,7.70,7.72,7.78,148.12,4.63,33.47,1
10/07/2017,07:00:00,30,11.61,7.70,7.71,7.78,146.85,4.59,33.48,1
10/07/2017,07:15:00,30,11.62,7.70,7.72,7.79,146.75,4.59,33.48,1
10/07/2017,07:30:00,30,11.62,7.70,7.71,7.78,146.95,4.59,33.48,1
10/07/2017,07:45:00,30,11.65,7.70,7.72,7.79,148.81,4.65,33.48,1
10/07/2017,08:00:00,30,11.67,7.71,7.73,7.79,152.81,4.78,33.47,1
10/07/2017,08:15:00,30,11.69,7.71,7.73,7.79,154.19,4.82,33.48,1
10/07/2017,08:30:00,30,11.71,7.71,7.73,7.79,153.94,4.81,33.47,1
10/07/2017,08:45:00,30,11.73,7.71,7.73,7.80,154.60,4.83,33.47,1
10/07/2017,09:00:00,30,11.73,7.71,7.73,7.79,155.49,4.86,33.47,1
10/07/2017,09:15:00,30,11.75,7.71, NaN, NaN,   NaN, NaN,  NaN,1
10/07/2017,09:30:00,30,11.75,7.71, NaN, NaN,   NaN, NaN,  NaN,1
10/07/2017,09:45:00,30,11.76,7.71,7.73,7.79,156.03,4.88,33.47,1
10/07/2017,10:00:00,30,11.78,7.72,7.74,7.81,158.39,4.95,33.47,1
10/07/2017,10:15:00,30,11.79,7.72,7.74,7.80,160.22,5.01,33.47,1
10/07/2017,10:30:00,30,11.79,7.72,7.74,7.80,159.84,5.00,33.47,1
10/07/2017,10:45:00,30,11.80,7.72,7.74,7.81,160.02,5.00,33.47,1
10/07/2017,11:00:00,30,11.80,7.72,7.74,7.81,160.02,5.00,33.47,1
10/07/2017,11:15:00,30,11.80,7.72,7.74,7.81,160.10,5.00,33.47,1
10/07/2017,11:30:00,30,11.81,7.73,7.74,7.81,160.73,5.02,33.47,1
10/07/2017,11:45:00,30,11.81,7.73,7.75,7.81,161.60,5.05,33.47,1
10/07/2017,12:00:00,30,11.82,7.73,7.75,7.82,162.51,5.08,33.47,1
10/07/2017,12:15:00,30,11.82,7.73,7.75,7.81,162.87,5.09,33.47,1
10/07/2017,12:30:00,30,11.82,7.73,7.75,7.81,162.33,5.07,33.47,1
10/07/2017,12:45:00,30,11.82,7.73,7.75,7.81,161.80,5.06,33.47,1
10/07/2017,13:00:00,30,11.81,7.72,7.74,7.81,160.96,5.03,33.47,1
10/07/2017,13:15:00,30,11.81,7.73,7.74,7.81,160.56,5.02,33.47,1
10/07/2017,13:30:00,30,11.81,7.73, NaN, NaN,   NaN, NaN,  NaN,1
10/07/2017,13:45:00,30,11.81,7.73, NaN, NaN,   NaN, NaN,  NaN,1
10/07/2017,14:00:00,30,11.81,7.73,7.74,7.81,160.38,5.01,33.47,1
10/07/2017,14:15:00,30,11.81,7.72,7.74,7.81,160.18,5.01,33.47,1
10/07/2017,14:30:00,30,11.81,7.72,7.74,7.81,160.00,5.00,33.47,1
10/07/2017,14:45:00,30,11.80,7.72,7.74,7.80,159.31,4.98,33.47,1
10/07/2017,15:00:00,30,11.79,7.72,7.73,7.80,158.20,4.94,33.47,1
10/07/2017,15:15:00,30,11.77,7.72,7.73,7.80,157.38,4.92,33.47,1
10/07/2017,15:30:00,30,11.75,7.72,7.73,7.80,156.92,4.90,33.47,1
10/07/2017,15:45:00,30,11.73,7.71,7.73,7.80,155.22,4.85,33.47,1
10/07/2017,16:00:00,30,11.71,7.71,7.73,7.79,153.92,4.81,33.47,1
10/07/2017,16:15:00,30,11.70,7.71,7.73,7.79,153.03,4.78,33.47,1
10/07/2017,16:30:00,30,11.70,7.71,7.72,7.79,152.52,4.77,33.47,1
10/07/2017,16:45:00,30,11.70,7.71,7.73,7.79,152.55,4.77,33.47,1
10/07/2017,17:00:00,30,11.70,7.71,7.73,7.79,152.88,4.78,33.47,1
10/07/2017,17:15:00,30,11.70,7.71,7.73,7.79,152.90,4.78,33.47,1
10/07/2017,17:30:00,30,11.70,7.71,7.73,7.79,152.95,4.78,33.47,1
10/07/2017,17:45:00,30,11.71,7.71,7.72,7.79,152.55,4.77,33.47,1
10/07/2017,18:00:00,30,11.71,7.71,7.73,7.79,152.60,4.77,33.47,1
10/07/2017,18:15:00,30,11.72,7.71,7.73,7.79,153.19,4.79,33.47,1
10/07/2017,18:30:00,30,11.72,7.71,7.72,7.79,153.29,4.79,33.47,1
10/07/2017,18:45:00,30,11.72,7.71,7.72,7.79,152.88,4.78,33.47,1
10/07/2017,19:00:00,30,11.73,7.71,7.73,7.79,153.16,4.79,33.47,1
10/07/2017,19:15:00,30,11.73,7.71,7.73,7.80,154.51,4.83,33.47,1
10/07/2017,19:30:00,30,11.74,7.71,7.73,7.79,154.63,4.83,33.47,1
10/07/2017,19:45:00,30,11.73,7.71,7.72,7.79,153.19,4.79,33.47,1
10/07/2017,20:00:00,30,11.73,7.71,7.72,7.79,152.94,4.78,33.47,1
10/07/2017,20:15:00,30,11.73,7.71,7.72,7.79,152.89,4.78,33.47,1
10/07/2017,20:30:00,30,11.73,7.70,7.72,7.79,152.45,4.76,33.47,1
10/07/2017,20:45:00,30,11.73,7.70,7.72,7.79,151.77,4.74,33.47,1
10/07/2017,21:00:00,30,11.73,7.70,7.72,7.78,151.09,4.72,33.47,1
10/07/2017,21:15:00,30,11.73,7.70,7.72,7.78,151.06,4.72,33.47,1
10/07/2017,21:30:00,30,11.73,7.70,7.72,7.79,151.75,4.74,33.47,1
10/07/2017,21:45:00,30,11.74,7.71,7.73,7.79,153.42,4.79,33.47,1
10/07/2017,22:00:00,30,11.75,7.72,7.74,7.81,155.94,4.87,33.46,1
10/07/2017,22:15:00,30,11.75,7.71,7.72,7.79,156.74,4.90,33.47,1
10/07/2017,22:30:00,30,11.75,7.72,7.74,7.80,155.73,4.87,33.46,1
