TIMESTEP,VTYPE,VID,SAMPLE,RUN,CS,TIME1,DO1,TEMP1,TIME2,DO2,TEMP2,TIME3,DO3,TEMP3,TIME4,DO4,TEMP4,TIME5,DO5,TEMP5,TIME6,DO6,TEMP6,TIME7,DO7,TEMP7,BW (g),WW (g),Diam,Height,GF,SOMF,GF_G,SOMF_SOM,GF_AFG,SOMF_AFSOM,Color,GrazingCorr_gWWperday,TRT,STYPE
4,S,3,1BSF13,40,S,14:56,7.19,12.5,15:02,6.95,12.5,15:08,6.65,12.5,15:13,6.46,12.5,15:19,6.21,12.5,15:24,6,12.5,15:31,5.79,12.5,1.6395,9.4724,29,13,1.6536,1.5992,1.71,4.6283,1.6604,4.1533,NA,0.572120813,1,S
4,L,17,1BSF14,40,S,15:00,7.4,12.5,15:05,7.24,12.5,15:11,7.12,12.5,15:16,7.02,12.5,15:22,6.9,12.5,15:28,6.79,12.5,15:34,6.66,12.5,1.8969,10.3235,28,12,1.5974,1.6019,1.6996,5.0659,1.6129,4.5466,NA,0.919776014,1,S
4,S,5,1BSF15,40,S,14:56,7.36,12.5,15:02,7.13,12.5,15:08,6.86,12.5,15:13,6.7,12.5,15:19,6.49,12.5,15:24,6.32,12.5,15:32,6.05,12.5,1.3244,7.7781,27,15,1.339,1.3432,1.3889,3.8519,1.3429,3.4427,NA,0.727344061,1,S
4,S,6,1BSF16,40,S,14:57,7.31,12.5,15:03,7.12,12.5,15:09,6.57,12.5,15:14,6.31,12.5,15:20,6.03,12.5,15:25,5.79,12.5,15:32,5.44,12.5,1.3791,7.6098,24,13,1.4446,1.4848,1.4763,4.0467,1.4483,3.6696,NA,0.609884024,1,S
4,L,18,1BSF17,40,S,15:00,7.72,12.5,15:06,7.5,12.5,15:11,7.29,12.5,15:17,7.12,12.5,15:22,6.95,12.5,15:28,6.8,12.5,15:34,6.61,12.5,2.6654,14.878,32,16,1.3862,1.3276,1.4513,6.1699,1.3931,5.4373,NA,1.587681922,1,S
4,L,19,1BSF18,40,S,15:00,8.09,12.5,15:06,7.91,12.5,15:12,7.79,12.5,15:17,7.63,12.5,15:22,7.51,12.5,15:28,7.37,12.5,15:35,7.24,12.5,2.024,10.5375,28,17,1.5172,1.5758,1.5821,5.259,1.5227,4.7276,NA,1.410372514,1,S
4,S,7,1CSF21,40,S,14:57,7.61,12.5,15:03,7.55,12.5,15:09,7.23,12.5,15:14,6.79,12.5,15:20,6.55,12.5,15:25,6.25,12.5,15:32,6,12.5,1.294,7.9189,26,14,1.2192,1.2781,1.2561,3.727,1.2238,3.3283,NA,1.14826866,1,S
4,S,13,1CSF22,40,S,14:59,8.07,12.5,15:05,7.34,12.5,15:11,6.92,12.5,15:16,6.62,12.5,15:22,6.34,12.5,15:27,6.05,12.5,15:34,5.76,12.5,1.9379,11.5249,29,17,1.4795,1.3164,1.5612,4.8889,1.4892,4.3999,NA,2.138730416,1,S
4,S,9,1CSF23,40,S,14:58,7.94,12.5,15:04,7.62,12.5,15:10,7.37,12.5,15:14,7.16,12.5,15:20,6.95,12.5,15:26,6.7,12.5,15:33,6.45,12.5,1.0954,6.5212,24,14,1.3981,1.5094,1.4151,3.5847,1.4001,3.2755,NA,0.85860921,1,S
4,S,12,1CSF24,40,S,14:58,7.65,12.5,15:05,7.22,12.5,15:11,6.85,12.5,15:16,6.6,12.5,15:21,6.31,12.5,15:27,6.03,12.5,15:34,5.74,12.5,1.5898,9.8807,26,18,1.5464,1.5567,1.6081,4.5419,1.5548,4.0551,NA,0.618991175,1,S
